pitch_uid,game_year,game_date,plate_x,plate_z,zone,pitch_type,p_throws,type,is_bip,events,description
823432-5-4,2026,2026-08-04,-0.5339274664279601,2.9665663189426112,1.0,FF,L,S,False,,foul
823432-5-3,2026,2026-08-04,-1.4953546003794358,1.1168470966394808,13.0,ST,L,B,False,,ball
823432-5-2,2026,2026-08-04,0.9074189588109232,3.754055824257807,12.0,FF,L,B,False,,ball
823432-5-1,2026,2026-08-04,0.6311880407783523,1.7662042672798508,9.0,FC,L,S,False,,called_strike
823431-44-1,2026,2026-08-03,0.0154992307697927,2.309146633476823,5.0,FF,L,X,True,field_out,hit_into_play
823431-24-2,2026,2026-08-03,0.3974617238416572,1.636452068513936,9.0,CU,L,X,True,field_out,hit_into_play
823431-24-1,2026,2026-08-03,-0.1494622177362529,2.230536517376157,5.0,CU,L,S,False,,called_strike
823431-58-3,2026,2026-08-03,1.1100451597678185,3.597894799237518,12.0,FF,L,S,False,strikeout,swinging_strike
823431-58-2,2026,2026-08-03,-0.4645238432616645,2.843199013769523,1.0,FF,L,S,False,,foul
823431-58-1,2026,2026-08-03,-0.1801853288656283,2.35235300615754,5.0,FF,L,S,False,,called_strike
823431-5-3,2026,2026-08-03,-0.2407567844152971,2.3606290307829694,5.0,SI,L,X,True,field_out,hit_into_play
823431-5-2,2026,2026-08-03,-1.4413137261635405,0.3125635385267697,13.0,CU,L,B,False,,ball
823431-5-1,2026,2026-08-03,1.1533343042294075,2.056469141614216,14.0,FF,L,B,False,,ball
823430-37-3,2026,2026-08-06,0.1459329990384397,2.5497711056069545,5.0,SL,R,X,True,grounded_into_double_play,hit_into_play
823430-37-2,2026,2026-08-06,0.0988695307091898,1.3917372380678432,14.0,FF,R,B,False,,ball
823430-37-1,2026,2026-08-06,0.7504467910774768,0.8232259751732549,14.0,SL,R,B,False,,ball
823430-19-4,2026,2026-08-06,-0.3716263531383361,2.5839364761169143,4.0,CU,R,X,True,double,hit_into_play
823430-19-3,2026,2026-08-06,0.0566017427250005,2.9477715862463967,2.0,FF,R,S,False,,foul
823430-19-2,2026,2026-08-06,1.0215403836570809,1.3984385963584174,14.0,SL,R,S,False,,swinging_strike
823430-19-1,2026,2026-08-06,1.1436445074411468,2.143268635543772,14.0,SL,R,S,False,,swinging_strike
823430-58-4,2026,2026-08-06,0.1526751384842659,2.286782481852062,5.0,SL,R,X,True,field_out,hit_into_play
823430-73-4,2026,2026-08-06,0.3608583143474049,1.8023201407958915,9.0,ST,R,X,True,field_out,hit_into_play
823430-58-3,2026,2026-08-06,1.7510624103517876,1.2981112250731035,14.0,FF,R,B,False,,ball
823430-73-3,2026,2026-08-06,0.5561803592582139,2.4949727249185845,6.0,ST,R,S,False,,swinging_strike
823430-58-2,2026,2026-08-06,0.4622657028787098,2.8903977765272693,3.0,SL,R,S,False,,foul
823430-73-2,2026,2026-08-06,-0.1772984194903909,1.79387879859649,8.0,FF,R,S,False,,called_strike
823430-58-1,2026,2026-08-06,-0.1966045884261107,3.7639432072881753,11.0,SL,R,B,False,,ball
823430-73-1,2026,2026-08-06,1.607123046149164,0.971298083570078,14.0,SL,R,B,False,,ball
823430-5-2,2026,2026-08-06,0.2668839397012137,2.084696169173056,8.0,SL,R,X,True,single,hit_into_play
823430-5-1,2026,2026-08-06,0.5470313741409223,2.0142444359166585,9.0,FF,R,S,False,,called_strike
823429-43-4,2026,2026-08-05,1.021979876410048,3.0523964689730487,12.0,FC,R,X,True,field_out,hit_into_play
823429-43-3,2026,2026-08-05,2.1270570106402538,1.8207612781861884,14.0,ST,R,B,False,,ball
823429-43-2,2026,2026-08-05,0.7102797377858253,3.390001361359621,12.0,FC,R,S,False,,foul
823429-43-1,2026,2026-08-05,-0.6004304904846618,3.175874450340415,1.0,FF,R,S,False,,foul
823429-25-3,2026,2026-08-05,-0.2482429010428769,1.9362727731948917,8.0,CU,R,X,True,field_out,hit_into_play
823429-25-2,2026,2026-08-05,1.352081394881285,1.7945717997918866,14.0,FC,R,B,False,,ball
823429-25-1,2026,2026-08-05,0.4483928970428708,2.596785649134695,6.0,SI,R,S,False,,swinging_strike
823429-82-2,2026,2026-08-05,0.3605952333959443,1.7943426210949724,9.0,FF,R,X,True,sac_fly,hit_into_play
823429-8-4,2026,2026-08-05,0.8056278532586241,2.5569088738817616,6.0,FF,R,S,False,strikeout,called_strike
823429-82-1,2026,2026-08-05,-0.5709942693527599,3.9757083892606886,11.0,SL,R,B,False,,ball
823429-8-3,2026,2026-08-05,0.1529388082075431,1.8626987257385963,8.0,FC,R,S,False,,foul
823429-58-6,2026,2026-08-05,0.6964799439428978,2.265014482184543,6.0,FF,L,X,True,field_out,hit_into_play
823429-8-2,2026,2026-08-05,-0.4006345257372026,1.8578199910998536,7.0,ST,R,S,False,,swinging_strike
823429-58-5,2026,2026-08-05,0.922038714185792,2.4404912978545683,14.0,ST,L,S,False,,foul
823429-8-1,2026,2026-08-05,1.295125687672315,2.8051317384303758,12.0,ST,R,B,False,,ball
823429-58-4,2026,2026-08-05,0.1689575633189999,2.3325153485239225,5.0,FF,L,S,False,,foul
823429-58-3,2026,2026-08-05,2.047398170458669,2.986958247140074,12.0,SI,L,B,False,,ball
823429-58-2,2026,2026-08-05,-0.3346158298384076,2.736556083882687,4.0,ST,L,S,False,,foul
823429-58-1,2026,2026-08-05,1.0635818811854527,2.627436132992854,12.0,ST,L,B,False,,ball
823428-44-6,2026,2026-08-07,0.626006795063231,0.8231578887878404,14.0,KC,R,S,False,strikeout,swinging_strike
823428-44-5,2026,2026-08-07,0.2725613633026025,0.8254561461272898,14.0,KC,R,B,False,,ball
823428-44-4,2026,2026-08-07,0.3785364403497453,0.9793125544565862,14.0,KC,R,S,False,,swinging_strike
823428-44-3,2026,2026-08-07,0.0833105729852273,4.873302617453653,12.0,FF,R,B,False,,ball
823428-44-2,2026,2026-08-07,0.8522220238763111,1.4644420957537725,14.0,KC,R,S,False,,swinging_strike
823428-44-1,2026,2026-08-07,0.3825931622122442,1.3378184515474558,14.0,KC,R,B,False,,ball
823428-25-2,2026,2026-08-07,-0.1997210862456637,1.766916432326092,8.0,KC,R,X,True,field_out,hit_into_play
823428-25-1,2026,2026-08-07,0.5782102620143634,1.376665736687127,14.0,KC,R,S,False,,swinging_strike
823428-79-2,2026,2026-08-07,0.4504689549548588,1.8481282814075568,9.0,SI,R,X,True,force_out,hit_into_play
823428-79-1,2026,2026-08-07,1.3020413474862724,3.693058468511036,12.0,SL,R,B,False,,ball
823428-62-6,2026,2026-08-07,-0.5783352143398544,0.1614638857586849,13.0,KC,L,B,False,walk,blocked_ball
823428-62-5,2026,2026-08-07,-0.899925849649783,-0.4578992543776015,13.0,KC,L,B,False,,blocked_ball
823428-62-4,2026,2026-08-07,0.0046662518029646,0.0176910507103569,14.0,KC,L,B,False,,blocked_ball
823428-62-3,2026,2026-08-07,-0.1344185059963933,1.9561295523593087,8.0,KC,L,S,False,,foul
823428-62-2,2026,2026-08-07,0.6339473450687731,0.3784304998601318,14.0,KC,L,B,False,,blocked_ball
823428-62-1,2026,2026-08-07,-0.0058851484089305,1.990963092474011,8.0,KC,L,S,False,,called_strike
823428-6-3,2026,2026-08-07,0.2857460159787607,2.187972096809127,6.0,SL,R,X,True,field_out,hit_into_play
823428-6-2,2026,2026-08-07,1.330408532603248,0.662620229763399,14.0,KC,R,S,False,,swinging_strike
823428-6-1,2026,2026-08-07,-0.9052142268730934,1.883366410028955,13.0,SI,R,S,False,,swinging_strike
823425-40-3,2026,2026-08-09,-0.1133068043100601,1.4623612679653473,13.0,CH,R,X,True,field_out,hit_into_play
823425-40-2,2026,2026-08-09,-1.711539930697837,3.366751090763576,11.0,SI,R,B,False,,ball
823425-40-1,2026,2026-08-09,0.182346027366137,1.6111639355718734,8.0,SI,R,S,False,,called_strike
823425-20-4,2026,2026-08-09,-1.3740624623730548,2.3599497752448237,13.0,SI,R,S,False,strikeout,foul_tip
823425-20-3,2026,2026-08-09,1.448161350615632,1.4870470200076715,14.0,SL,R,B,False,,ball
823425-20-2,2026,2026-08-09,-0.0261748292538833,2.457508377263941,5.0,FC,R,S,False,,called_strike
823425-20-1,2026,2026-08-09,1.3229169726685748,1.3239010956605144,14.0,FC,R,S,False,,swinging_strike
823425-72-2,2026,2026-08-09,0.1093743763355737,2.4518799667941584,5.0,SL,R,X,True,field_out,hit_into_play
823425-56-5,2026,2026-08-09,-0.7381128370755584,1.9742049474775003,7.0,SL,L,S,False,strikeout,foul_tip
823425-72-1,2026,2026-08-09,-0.3981858755578377,2.971823111276189,1.0,SI,R,S,False,,swinging_strike
823425-56-4,2026,2026-08-09,0.2064989486492586,0.9229840721971416,14.0,KC,L,B,False,,ball
823425-56-3,2026,2026-08-09,0.1889650222198723,1.0786215916268698,14.0,KC,L,B,False,,ball
823425-56-2,2026,2026-08-09,0.4372692606360068,4.18749699895635,12.0,FF,L,S,False,,swinging_strike
823425-92-2,2026,2026-08-09,-0.5383645767279298,3.045496036812624,1.0,SL,R,X,True,force_out,hit_into_play
823425-56-1,2026,2026-08-09,-0.7044817851848034,2.605548452081652,4.0,FF,L,S,False,,called_strike
823425-92-1,2026,2026-08-09,-0.7937724737135531,4.1631395960667525,11.0,SL,R,B,False,,ball
823425-5-4,2026,2026-08-09,0.8158987413806689,2.675594103875211,6.0,FF,R,S,False,strikeout,called_strike
823425-5-3,2026,2026-08-09,0.5543665332091539,3.2789916688759844,3.0,FF,R,S,False,,called_strike
823425-5-2,2026,2026-08-09,-1.3366250387141714,3.09495412906473,11.0,SI,R,B,False,,ball
823425-5-1,2026,2026-08-09,0.5869826596246013,2.6610147056632334,6.0,FF,R,S,False,,called_strike
823426-44-6,2026,2026-08-08,0.1580777150225368,2.0530548485244293,8.0,SL,R,X,True,home_run,hit_into_play
823426-44-5,2026,2026-08-08,1.4135277033177132,1.953963245563222,14.0,FF,R,B,False,,ball
823426-44-4,2026,2026-08-08,-0.5623325288575526,1.9048682593647663,7.0,CU,R,S,False,,foul
823426-44-3,2026,2026-08-08,-0.5875788709221648,3.573075931759036,11.0,SL,R,S,False,,swinging_strike
823426-44-2,2026,2026-08-08,-0.445461767405821,2.97622573134196,1.0,CH,R,S,False,,foul
823426-44-1,2026,2026-08-08,0.9186665581022162,2.225237123599195,14.0,FF,R,B,False,,ball
823426-25-1,2026,2026-08-08,-0.0232189969015605,1.7437743831370818,8.0,SL,R,X,True,field_out,hit_into_play
823426-57-6,2026,2026-08-08,0.1642189711224113,3.159885118327756,2.0,ST,R,X,True,field_out,hit_into_play
823426-57-5,2026,2026-08-08,0.0233299207071988,3.1787857351470024,2.0,FF,R,S,False,,foul
823426-57-4,2026,2026-08-08,0.1357719517118891,2.319535205072957,5.0,ST,R,S,False,,foul
823426-57-3,2026,2026-08-08,-0.2758422584537484,1.7598531855962447,8.0,KN,R,S,False,,foul
823426-57-2,2026,2026-08-08,-1.641287032944252,2.312251906462278,13.0,SI,R,B,False,,ball
823426-76-1,2026,2026-08-08,-0.0857335371742759,2.595549663551878,5.0,SL,R,X,True,field_out,hit_into_play
823426-57-1,2026,2026-08-08,0.329554932790388,2.6550749717003885,6.0,FC,R,S,False,,called_strike
823426-6-4,2026,2026-08-08,0.7036624984425688,1.8806939777267897,9.0,SL,R,X,True,single,hit_into_play
823426-6-3,2026,2026-08-08,0.3767145194440737,3.098702419867171,3.0,SL,R,S,False,,called_strike
823426-6-2,2026,2026-08-08,0.937441528756214,1.7442917441942305,14.0,FF,R,B,False,,ball
823426-6-1,2026,2026-08-08,0.8677853599856887,3.049238482488283,12.0,FF,R,B,False,,ball
823669-33-1,2026,2026-08-13,0.3248672405128702,2.0185066275088355,9.0,FF,R,X,True,double,hit_into_play
823669-16-5,2026,2026-08-13,0.3821261965877535,3.69128774960071,12.0,FC,R,B,False,walk,ball
823669-16-4,2026,2026-08-13,0.1983797295716047,4.00942804623356,12.0,FC,R,B,False,,ball
823669-16-3,2026,2026-08-13,-1.166139797387423,3.199083995278296,11.0,CU,R,B,False,,ball
823669-16-2,2026,2026-08-13,1.2413964988590314,1.803196782632276,14.0,FC,R,B,False,,ball
823669-16-1,2026,2026-08-13,0.0290381074022011,3.126384368345672,2.0,FF,R,S,False,,foul
823669-52-3,2026,2026-08-13,-0.5091213043125231,3.0426352004533648,1.0,SL,R,X,True,field_out,hit_into_play
823669-52-2,2026,2026-08-13,0.881226116806263,2.042588851025969,14.0,SL,R,S,False,,called_strike
823669-52-1,2026,2026-08-13,-0.917054687912654,2.7709239146294093,11.0,SI,R,B,False,,ball
823669-2-5,2026,2026-08-13,-0.5981954985218506,2.7594713838407525,1.0,FF,R,X,True,field_out,hit_into_play
823669-69-1,2026,2026-08-13,-0.1359069970530784,2.218905867297768,5.0,ST,L,X,True,field_out,hit_into_play
823669-2-4,2026,2026-08-13,0.4062163535932148,3.968055603858773,12.0,FC,R,B,False,,ball
823669-2-3,2026,2026-08-13,-0.1971275377029074,1.85242141628951,8.0,FC,R,S,False,,called_strike
823669-2-2,2026,2026-08-13,-0.6557229620611866,4.157109452907332,11.0,FF,R,B,False,,ball
823669-2-1,2026,2026-08-13,0.7532536949681827,0.8542855486175833,14.0,FC,R,B,False,,ball
823017-35-2,2026,2026-08-12,0.4421845776734892,2.9344952433853355,3.0,ST,R,X,True,field_out,hit_into_play
823017-35-1,2026,2026-08-12,0.3755179065353107,2.631038905948267,6.0,ST,R,S,False,,called_strike
823017-19-2,2026,2026-08-12,0.7522004633673469,2.2552026212003145,6.0,SL,R,X,True,field_out,hit_into_play
823017-19-1,2026,2026-08-12,-0.6252240552534907,2.9698434368966256,1.0,FF,R,S,False,,foul
823017-62-3,2026,2026-08-12,-0.1248076994222472,2.0861781215778343,8.0,FF,R,X,True,field_out,hit_into_play
823017-62-2,2026,2026-08-12,0.5386980849475338,0.1101787007405237,14.0,SL,R,S,False,,foul
823017-62-1,2026,2026-08-12,1.3607041100170725,0.2972090282821926,14.0,SL,R,B,False,,ball
823017-2-6,2026,2026-08-12,0.191378341496817,1.999622505720648,8.0,SL,R,X,True,field_out,hit_into_play
823017-2-5,2026,2026-08-12,-0.9615221186822084,3.190096616060862,11.0,SI,R,S,False,,swinging_strike
823017-2-4,2026,2026-08-12,-1.5752673706423974,3.8571435908593146,11.0,ST,R,B,False,,ball
823017-2-3,2026,2026-08-12,0.4480836931058779,2.4259905502705896,6.0,SL,R,S,False,,swinging_strike
823017-2-2,2026,2026-08-12,-0.0616947595046994,1.4600423866993335,13.0,FF,R,B,False,,ball
823017-2-1,2026,2026-08-12,-0.0028515493469539,3.5504973611644823,11.0,FF,R,B,False,,ball
823019-37-5,2026,2026-08-11,0.0820801730189418,2.3803855824376794,5.0,SL,R,X,True,single,hit_into_play
823019-37-4,2026,2026-08-11,0.6913781111783595,0.554642677543062,14.0,KC,R,B,False,,ball
823019-37-3,2026,2026-08-11,-0.3530090987305391,3.1782246495671127,1.0,SI,R,S,False,,foul
823019-37-2,2026,2026-08-11,0.0823423028805772,2.598089435670963,5.0,SL,R,S,False,,called_strike
823019-37-1,2026,2026-08-11,1.1533046559241198,0.6145236039253605,14.0,KC,R,B,False,,ball
823019-18-7,2026,2026-08-11,-0.0812261049104363,4.270090271688541,11.0,SI,R,B,False,walk,ball
823019-18-6,2026,2026-08-11,-0.6604217642873284,3.7597269619523943,11.0,SI,R,S,False,,foul
823019-18-5,2026,2026-08-11,0.5646325996587207,1.5024131062259023,14.0,KC,R,B,False,,ball
823019-18-4,2026,2026-08-11,-0.6382904457042247,3.7452147317181175,11.0,SI,R,S,False,,foul
823019-18-3,2026,2026-08-11,0.9557100824624686,1.397298833541825,14.0,KC,R,B,False,,ball
823019-18-2,2026,2026-08-11,0.4359250681703786,1.5773860793815513,9.0,SL,R,S,False,,called_strike
823019-18-1,2026,2026-08-11,-0.6221773332068689,3.6016970199061245,11.0,SI,R,B,False,,ball
823019-54-5,2026,2026-08-11,-0.2101527693046741,0.857078202019796,13.0,FC,L,B,False,walk,ball
823019-54-4,2026,2026-08-11,0.358891991840131,2.714940139281561,6.0,FF,L,S,False,,called_strike
823019-54-3,2026,2026-08-11,0.1646380752956325,3.79547617870916,12.0,FF,L,B,False,,ball
823019-54-2,2026,2026-08-11,0.9437525633985272,2.7870466818351183,12.0,FF,L,B,False,,ball
823019-2-6,2026,2026-08-11,0.6638833416568967,1.607950584066158,9.0,SL,R,S,False,strikeout,swinging_strike
823019-54-1,2026,2026-08-11,-0.6864974055476524,1.0288578853859258,13.0,FC,L,B,False,,ball
823019-2-5,2026,2026-08-11,-0.6985237432194247,3.2480144834963607,1.0,FF,R,S,False,,foul
823019-2-4,2026,2026-08-11,-0.1132471595107835,4.761524968305542,11.0,SI,R,B,False,,ball
823019-2-3,2026,2026-08-11,-1.0653161587656808,4.403840571047768,11.0,SI,R,B,False,,ball
823019-2-2,2026,2026-08-11,0.0412874167476023,3.325803167359456,2.0,SL,R,S,False,,called_strike
823019-2-1,2026,2026-08-11,-1.4226693458109598,4.586423040773235,11.0,SL,R,B,False,,ball
823427-37-2,2026,2026-08-17,-0.1013740980031808,2.4400778957284874,5.0,CU,R,X,True,grounded_into_double_play,hit_into_play
823427-37-1,2026,2026-08-17,-0.8998036081587233,4.1729827044980645,11.0,ST,R,B,False,,ball
823427-23-5,2026,2026-08-17,-0.7774204719980007,2.3858650572057725,4.0,CH,R,X,True,single,hit_into_play
823427-23-4,2026,2026-08-17,0.558670004128345,0.9329687967294388,14.0,CH,R,B,False,,ball
823427-23-3,2026,2026-08-17,0.7160596502028989,2.2871620291503034,6.0,FF,R,S,False,,called_strike
823427-23-2,2026,2026-08-17,1.0462599045348293,2.936131765050716,12.0,ST,R,S,False,,foul
823427-23-1,2026,2026-08-17,-0.8858546462983654,1.8892338069523729,13.0,CH,R,B,False,,ball
823427-5-1,2026,2026-08-17,0.4970309741166621,2.856882217630964,3.0,ST,R,X,True,field_out,hit_into_play
823427-76-5,2026,2026-08-17,0.4059984042743862,2.706685381295421,6.0,CU,L,X,True,field_out,hit_into_play
823427-76-4,2026,2026-08-17,-0.8405374163798972,2.2986494789609915,13.0,ST,L,S,False,,foul
823427-76-3,2026,2026-08-17,-1.1292565390379583,2.332402607127245,13.0,ST,L,S,False,,foul
823427-76-2,2026,2026-08-17,0.2897145350669812,3.530560839532158,12.0,SI,L,B,False,,ball
823427-76-1,2026,2026-08-17,0.8422820672173414,4.242692245564421,12.0,CH,L,B,False,,ball
823427-56-3,2026,2026-08-17,,,,,L,B,False,,automatic_ball
823427-56-2,2026,2026-08-17,,,,,L,B,False,,automatic_ball
823427-56-4,2026,2026-08-17,,,,,L,B,False,intent_walk,automatic_ball
823427-56-1,2026,2026-08-17,,,,,L,B,False,,automatic_ball
823671-36-5,2026,2026-08-15,0.2630029929015387,0.9448596803213438,14.0,SL,L,B,False,walk,ball
823671-36-4,2026,2026-08-15,-0.6988446176149642,2.4445707745789766,4.0,FF,L,S,False,,called_strike
823671-36-3,2026,2026-08-15,-1.0246834817277288,2.607246701980543,11.0,SL,L,B,False,,ball
823671-36-2,2026,2026-08-15,0.8572741751722301,1.9224466582695183,14.0,SL,L,B,False,,ball
823671-36-1,2026,2026-08-15,-1.9471805248028995,2.8127940215304084,11.0,FF,L,B,False,,ball
823671-19-3,2026,2026-08-15,-1.492044770025008,0.6207589098306983,13.0,CU,L,S,False,strikeout,swinging_strike_blocked
823671-19-2,2026,2026-08-15,-0.7568059439129824,2.7113870234365587,4.0,FF,L,S,False,,called_strike
823671-19-1,2026,2026-08-15,-1.1580207797764883,1.8745229686560412,13.0,SL,L,S,False,,swinging_strike
823671-49-2,2026,2026-08-15,-0.592508889153045,2.25484806108798,4.0,ST,L,X,True,single,hit_into_play
823671-49-1,2026,2026-08-15,-1.0014282791237552,2.014943404105672,13.0,FC,L,B,False,,ball
823671-67-1,2026,2026-08-15,-1.245761374242259,2.265534875477243,13.0,FC,L,S,False,,foul
823671-2-3,2026,2026-08-15,0.1991587259793548,1.688709455686999,8.0,SL,L,S,False,strikeout,called_strike
823671-2-2,2026,2026-08-15,0.4509824972862407,3.2529505412841155,3.0,FF,L,S,False,,foul
823671-2-1,2026,2026-08-15,-0.0765861828751784,2.38976365598884,5.0,FF,L,S,False,,called_strike
823423-57-4,2026,2026-08-18,-1.9607227575653443,4.347400503807597,11.0,SI,R,S,False,strikeout,swinging_strike
823423-57-3,2026,2026-08-18,-1.299567818921019,3.4263663061755603,11.0,SI,R,S,False,,foul
823423-57-2,2026,2026-08-18,1.1646727621268789,0.3048054333961336,14.0,CU,R,B,False,,ball
823423-23-4,2026,2026-08-18,-0.3004361304445813,3.0507649640567145,1.0,SI,R,X,True,field_out,hit_into_play
823423-57-1,2026,2026-08-18,-0.3441530522018747,2.778782940475986,1.0,ST,R,S,False,,called_strike
823423-23-3,2026,2026-08-18,-0.1193751329124606,0.8596818242076121,13.0,SL,R,B,False,,ball
823423-23-2,2026,2026-08-18,1.4296586631881731,-0.1608649638787995,14.0,CU,R,B,False,,ball
823423-23-1,2026,2026-08-18,0.3944868390511089,2.236696114393673,6.0,SI,R,S,False,,called_strike
823423-71-5,2026,2026-08-18,-0.4951570156511146,2.00007105224974,7.0,FF,R,S,False,strikeout,called_strike
823423-71-4,2026,2026-08-18,2.8340316474726577,0.8127036231961045,14.0,ST,R,B,False,,ball
823423-71-3,2026,2026-08-18,-1.101781743911874,2.5237726030534104,11.0,SI,R,S,False,,foul
823423-71-2,2026,2026-08-18,1.17461376615995,1.1444563748924832,14.0,ST,R,B,False,,ball
823423-45-3,2026,2026-08-18,-2.2081184741427826,2.6769294198049245,11.0,CH,R,B,False,hit_by_pitch,hit_by_pitch
823423-71-1,2026,2026-08-18,0.3546267683362383,1.7372663614268031,9.0,ST,R,S,False,,called_strike
823423-45-2,2026,2026-08-18,0.9569134048070876,0.192587809952224,14.0,SL,R,B,False,,ball
823423-45-1,2026,2026-08-18,0.3124376512686811,1.60269007565714,9.0,FF,R,S,False,,called_strike
823423-5-1,2026,2026-08-18,0.2085431321175614,2.171837777903776,5.0,SI,L,X,True,field_out,hit_into_play
823424-37-4,2026,2026-08-19,0.4019002391431878,1.8266548057274816,9.0,FF,R,S,False,strikeout,called_strike
823424-37-3,2026,2026-08-19,-0.1049582628602534,2.493524822983665,5.0,SI,R,S,False,,called_strike
823424-37-2,2026,2026-08-19,-1.7383994370263844,2.6115828230628253,11.0,SI,R,B,False,,ball
823424-37-1,2026,2026-08-19,0.4221869893568638,2.6939847483302337,6.0,FF,R,S,False,,called_strike
823424-21-3,2026,2026-08-19,-0.7224191184931692,2.9785882027273813,1.0,CU,R,X,True,field_out,hit_into_play
823424-21-2,2026,2026-08-19,-0.6785961066601925,3.190399157312949,1.0,FF,R,S,False,,called_strike
823424-21-1,2026,2026-08-19,1.0149295971491663,1.8145863097664543,14.0,FF,R,B,False,,ball
823424-55-2,2026,2026-08-19,0.112401885900482,2.270729800489624,5.0,SI,L,X,True,double,hit_into_play
823424-55-1,2026,2026-08-19,0.8770500635502718,2.7954928195574222,12.0,ST,L,B,False,,ball
823424-5-4,2026,2026-08-19,-0.4620091515621183,2.236494086411166,4.0,SI,R,X,True,single,hit_into_play
823424-5-3,2026,2026-08-19,0.5176394955294024,0.7941873979842908,14.0,ST,R,B,False,,ball
823424-5-2,2026,2026-08-19,0.32461301925149,1.309604180950377,14.0,FC,R,S,False,,swinging_strike
823424-5-1,2026,2026-08-19,-1.0364135402038928,2.8843853052672,11.0,SI,R,B,False,,ball
823422-34-5,2026,2026-08-22,0.0512675053622247,1.3779462768482564,14.0,SL,L,X,True,field_out,hit_into_play
823422-34-4,2026,2026-08-22,-1.0771149115047465,2.0579213013103845,13.0,FF,L,B,False,,ball
823422-34-3,2026,2026-08-22,-0.2662293504761454,2.075780608500415,8.0,CH,L,S,False,,foul
823422-34-2,2026,2026-08-22,0.3577966265350421,1.7002669133829291,9.0,CH,L,S,False,,foul
823422-34-1,2026,2026-08-22,0.2363886167247587,1.3253204183002314,14.0,CU,L,S,False,,swinging_strike
823422-17-4,2026,2026-08-22,-0.5320866065249159,2.27135372169273,4.0,FF,L,X,True,grounded_into_double_play,hit_into_play
823422-17-3,2026,2026-08-22,-0.3414554821772667,3.4577346385371914,11.0,SI,L,S,False,,foul
823422-17-2,2026,2026-08-22,-1.563682580755671,0.1976115297236282,13.0,CH,L,B,False,,blocked_ball
823422-17-1,2026,2026-08-22,-0.162734770958248,3.418181513371636,11.0,FF,L,S,False,,foul_tip
823422-51-3,2026,2026-08-22,-0.1990367374972639,3.042217884874,2.0,FF,R,X,True,single,hit_into_play
823422-51-2,2026,2026-08-22,0.577729482707098,3.8206432982273006,12.0,FF,R,B,False,,ball
823422-51-1,2026,2026-08-22,0.5948148661458568,0.8450118475893844,14.0,SL,R,S,False,,swinging_strike
823422-5-5,2026,2026-08-22,-0.0148617933309268,2.0464169655008275,8.0,CU,L,X,True,single,hit_into_play
823422-5-4,2026,2026-08-22,-1.016426419596426,2.233518492567508,13.0,CH,L,S,False,,foul
823422-5-3,2026,2026-08-22,-0.3268678683474736,2.6053525648373728,4.0,SL,L,S,False,,foul
823422-5-2,2026,2026-08-22,-0.5532925613344029,0.3174139315193451,13.0,FF,L,B,False,,blocked_ball
823422-5-1,2026,2026-08-22,2.3370140654475824,3.143433441617507,12.0,SL,L,B,False,,ball
823422-69-5,2026,2026-08-22,-0.9176818839517176,2.709983415360962,11.0,SL,R,X,True,field_out,hit_into_play
823422-69-4,2026,2026-08-22,1.009332201612402,3.065448229709977,12.0,SL,R,S,False,,foul
823422-69-3,2026,2026-08-22,-0.6620436529145253,4.105341471743039,11.0,SL,R,S,False,,foul
823422-69-2,2026,2026-08-22,2.0691877338043403,2.6041940462067963,12.0,SL,R,B,False,,ball
823422-69-1,2026,2026-08-22,-0.8700692147364301,2.8516567969793893,11.0,SL,R,S,False,,foul
823420-39-1,2026,2026-08-21,-0.2854669862048358,3.5548149964009523,11.0,FF,R,B,False,,ball
823420-21-2,2026,2026-08-21,-0.1285704136510921,3.21734193977874,2.0,FF,R,X,True,field_out,hit_into_play
823420-21-1,2026,2026-08-21,1.1445380048276743,1.9235513357453315,14.0,ST,R,S,False,,swinging_strike
823420-7-6,2026,2026-08-21,1.0262086101881638,1.9294531207480763,14.0,ST,R,S,False,strikeout,swinging_strike
823420-78-4,2026,2026-08-21,0.1362416774629733,0.7937795808010764,14.0,CH,R,S,False,strikeout,swinging_strike
823420-7-5,2026,2026-08-21,2.794795614902906,0.2849312359476923,14.0,ST,R,B,False,,ball
823420-78-3,2026,2026-08-21,0.3470927235386823,0.9201725556580872,14.0,ST,R,B,False,,ball
823420-78-2,2026,2026-08-21,0.7204826814494236,1.6363838502533803,9.0,ST,R,S,False,,swinging_strike
823420-7-4,2026,2026-08-21,0.987567026075939,0.7430425808410286,14.0,CU,R,B,False,,ball
823420-55-2,2026,2026-08-21,-0.4816666095380571,2.3665371798991464,4.0,SL,R,X,True,field_out,hit_into_play
823420-7-3,2026,2026-08-21,0.6127917547509178,1.836803585702793,9.0,SI,R,S,False,,called_strike
823420-78-1,2026,2026-08-21,0.7559802968235285,1.1571461440717026,14.0,ST,R,S,False,,swinging_strike
823420-55-1,2026,2026-08-21,-0.5949400730306474,4.241536434071779,11.0,FF,R,B,False,,ball
823420-7-2,2026,2026-08-21,0.6945711081016877,1.3578908898511846,14.0,SL,R,B,False,,ball
823420-39-6,2026,2026-08-21,1.1371595929624887,3.545389232861788,12.0,FC,L,B,False,walk,ball
823420-7-1,2026,2026-08-21,0.4609544170667173,3.1774379740289085,3.0,FF,R,S,False,,called_strike
823420-39-5,2026,2026-08-21,0.3972799305018913,3.914982523642336,12.0,FF,L,B,False,,ball
