game_year,batter,plate_apps,pitches,at_bats,hits,walks,unint_walks,hbp,strikeouts,sf,singles,doubles,triples,hrs,bip,ba,obp,slg,ops,iso,krate,bbrate,babip,woba,whiff_rate,chase_rate,swing_rate,swing_rate_in_zone,whiff_rate_in_zone,hard_hit_rate,barrel_rate,pull_air_rate,mean_ev,mean_la,pu_rate,gb_rate
2025,607208,641,2407,592,179,42,42,5,107,2,126,31,7,15,484,0.3024,0.3526,0.4544,0.807,0.152,0.1669,0.0655,0.3475,0.3498,0.248,0.3106,0.5143,0.7283,0.1392,0.4215,0.0579,0.1715,89.3461,9.1116,0.0434,0.4835
2025,624641,261,942,243,67,10,10,2,56,2,43,12,1,11,192,0.2757,0.3074,0.4691,0.7765,0.1934,0.2146,0.0383,0.3146,0.3319,0.2565,0.4553,0.5711,0.6978,0.1624,0.3802,0.0625,0.2031,86.5204,9.6702,0.0417,0.4531
2025,642215,125,536,111,22,12,12,1,34,0,13,4,0,5,78,0.1982,0.2823,0.3694,0.6516,0.1712,0.272,0.096,0.2361,0.2877,0.3008,0.2462,0.4403,0.6287,0.2222,0.4103,0.1026,0.2179,88.6449,13.9615,0.0513,0.4231
2025,656941,719,3059,606,145,101,101,11,197,1,64,23,2,56,408,0.2393,0.3574,0.5611,0.9185,0.3218,0.274,0.1405,0.2514,0.3897,0.3307,0.215,0.4181,0.6408,0.2417,0.5956,0.2083,0.3162,94.3091,20.0613,0.0882,0.3431
2025,664056,194,712,177,54,12,12,4,55,1,37,11,1,5,123,0.3051,0.3608,0.4633,0.8241,0.1582,0.2835,0.0619,0.4153,0.3575,0.2865,0.3423,0.5098,0.6921,0.2076,0.4065,0.0813,0.3089,88.2683,14.5691,0.0894,0.4065
2025,664761,504,1801,464,133,29,29,5,82,6,101,18,3,11,388,0.2866,0.3313,0.4095,0.7408,0.1228,0.1627,0.0575,0.3236,0.3223,0.1463,0.263,0.482,0.6687,0.0969,0.4639,0.0619,0.0954,90.8003,6.9689,0.0206,0.4974
2025,665561,119,459,106,22,10,10,1,17,1,16,4,0,2,90,0.2075,0.2797,0.3019,0.5815,0.0943,0.1429,0.084,0.2273,0.2612,0.2282,0.24,0.4488,0.6496,0.1645,0.2222,0.0222,0.1556,84.91,10.6111,0.0889,0.5222
2025,669016,426,1657,381,106,37,37,0,110,4,68,25,2,11,276,0.2782,0.3389,0.4409,0.7798,0.1627,0.2582,0.0869,0.3598,0.3375,0.2318,0.2902,0.4713,0.6625,0.1142,0.4638,0.0833,0.2029,90.352,11.8473,0.0435,0.4167
2025,679032,172,625,152,34,13,13,0,40,3,28,3,2,1,119,0.2237,0.2798,0.2895,0.5692,0.0658,0.2326,0.0756,0.2895,0.2538,0.247,0.381,0.5248,0.671,0.1827,0.3529,0.0336,0.1261,82.8311,3.6975,0.0588,0.5546
2025,681082,562,2466,502,128,53,53,1,91,4,90,22,3,13,414,0.255,0.325,0.3884,0.7134,0.1335,0.1619,0.0943,0.2861,0.3134,0.1667,0.2335,0.4039,0.5565,0.1271,0.2947,0.0507,0.1667,86.9256,14.587,0.0604,0.4106
2025,805249,218,818,197,46,12,12,7,67,2,27,11,0,8,132,0.2335,0.2982,0.4112,0.7093,0.1777,0.3073,0.055,0.3065,0.3084,0.3429,0.2941,0.5134,0.7317,0.23,0.447,0.1212,0.2197,89.447,11.1591,0.0152,0.4318
2026,547180,599,2390,491,135,100,97,1,123,7,77,28,3,27,375,0.2749,0.394,0.5092,0.9032,0.2342,0.2053,0.1669,0.3103,0.3901,0.2958,0.3193,0.4866,0.7237,0.1743,0.4453,0.112,0.184,90.1264,12.3253,0.032,0.4293
2026,592663,397,1580,352,78,30,30,9,80,6,51,17,0,10,277,0.2216,0.2947,0.3551,0.6498,0.1335,0.2015,0.0756,0.2537,0.2893,0.2349,0.2974,0.4715,0.6588,0.1554,0.4079,0.0505,0.1913,89.5244,11.2436,0.0433,0.4332
2026,596117,56,209,51,8,2,2,2,11,1,8,0,0,0,41,0.1569,0.2143,0.1569,0.3711,0.0,0.1964,0.0357,0.1951,0.1781,0.2,0.3932,0.5263,0.6957,0.0938,0.2683,0.0,0.122,82.4634,11.5122,0.0976,0.5122
2026,607208,602,2276,556,133,39,38,4,131,3,92,23,1,17,428,0.2392,0.2924,0.3759,0.6683,0.1367,0.2176,0.0648,0.2822,0.2942,0.2744,0.3428,0.5044,0.6879,0.1508,0.3925,0.0631,0.1589,88.1271,10.8364,0.0701,0.465
2026,624641,220,815,202,48,7,7,5,45,3,31,8,2,7,161,0.2376,0.2765,0.401,0.6775,0.1634,0.2045,0.0318,0.268,0.2939,0.2672,0.5244,0.6061,0.7088,0.1395,0.3975,0.0745,0.1615,87.3261,9.7516,0.0745,0.472
2026,650333,113,440,108,30,3,3,0,4,2,23,5,0,2,105,0.2778,0.292,0.3796,0.6717,0.1019,0.0354,0.0265,0.2692,0.2918,0.0711,0.4017,0.5114,0.6359,0.0534,0.1333,0.0286,0.1905,83.6429,18.2286,0.0476,0.3238
2026,650559,54,203,48,17,2,2,2,11,2,12,3,0,2,39,0.3542,0.3889,0.5417,0.9306,0.1875,0.2037,0.037,0.4054,0.3967,0.2545,0.3981,0.5419,0.7053,0.1045,0.4103,0.0513,0.1282,88.7282,4.0513,0.0513,0.5641
2026,656537,103,398,97,26,5,5,0,36,0,18,3,0,5,62,0.268,0.3039,0.4536,0.7575,0.1856,0.3495,0.0485,0.375,0.329,0.3416,0.3434,0.5075,0.67,0.209,0.3065,0.0968,0.2097,85.3984,13.2419,0.0323,0.4355
2026,656941,602,2549,502,120,87,81,6,198,6,62,17,1,40,309,0.239,0.3544,0.5159,0.8703,0.2769,0.3289,0.1445,0.2963,0.3718,0.3438,0.2562,0.4382,0.6655,0.235,0.4951,0.1683,0.3528,92.4351,20.3831,0.0971,0.3042
2026,664761,546,1997,495,121,37,36,9,77,5,83,23,1,14,420,0.2444,0.3059,0.3798,0.6857,0.1354,0.141,0.0678,0.2616,0.3026,0.1643,0.261,0.4632,0.6711,0.1101,0.4262,0.0571,0.1071,90.4585,8.9928,0.05,0.4786
2026,665561,92,362,88,9,2,2,2,14,0,7,0,0,2,74,0.1023,0.1413,0.1705,0.3118,0.0682,0.1522,0.0217,0.0972,0.1433,0.1667,0.3277,0.4972,0.6595,0.0902,0.1892,0.027,0.2838,82.5959,25.9865,0.2162,0.3243
2026,666969,259,1082,231,45,21,21,4,84,3,29,8,1,7,150,0.1948,0.2703,0.329,0.5993,0.1342,0.3243,0.0811,0.2657,0.2681,0.3462,0.2978,0.4538,0.6347,0.217,0.48,0.0933,0.16,92.146,14.5467,0.0867,0.3933
2026,669016,516,1935,477,128,32,27,2,129,4,91,18,2,17,353,0.2683,0.3146,0.4214,0.7359,0.153,0.25,0.062,0.3313,0.3178,0.2503,0.3653,0.5163,0.6923,0.1333,0.4334,0.0822,0.2011,88.7986,12.625,0.0425,0.4164
2026,681082,526,2189,466,119,52,52,2,89,3,76,27,6,10,383,0.2554,0.3308,0.4034,0.7342,0.1481,0.1692,0.0989,0.2946,0.3242,0.1904,0.3074,0.4198,0.5436,0.1146,0.376,0.0574,0.1932,88.7534,13.7277,0.0653,0.423
2026,687282,89,344,84,14,2,2,2,29,1,8,4,0,2,56,0.1667,0.2022,0.2857,0.488,0.119,0.3258,0.0225,0.2222,0.2149,0.303,0.4663,0.5756,0.6928,0.1826,0.3571,0.0893,0.1607,90.0755,13.283,0.0714,0.4464
2026,702222,408,1490,372,99,25,25,3,71,3,76,17,4,2,309,0.2661,0.3151,0.3495,0.6646,0.0833,0.174,0.0613,0.3212,0.2958,0.1791,0.3753,0.5322,0.6895,0.1228,0.356,0.0129,0.0874,85.3521,1.202,0.0388,0.589
