game_year,game_pk,pitcher,half,n_heart,n_edge_in,n_edge_out,n_beyond,located_pitches,swings_beyond,swings_edge_out,shadow_zone_rate,shadow_miss_rate,geo_zone_rate,edge_rate_twin,beyond_shadow_chase_rate,edge_out_chase_rate,beyond_miss_depth_ft,is_subject
2026,823444,605400,1H,19,12,17,38,86,9.0,12.0,0.5581,0.4419,0.3605,0.3372,0.2368,0.7059,0.6276,False
2026,823444,677952,1H,22,19,16,40,97,18.0,14.0,0.5876,0.4124,0.4227,0.3608,0.45,0.875,0.6771,False
2026,823445,650911,1H,24,19,15,34,92,14.0,9.0,0.6304,0.3696,0.4674,0.3696,0.4118,0.6,0.6222,True
2026,823445,696149,1H,26,18,24,29,97,6.0,12.0,0.701,0.299,0.4536,0.433,0.2069,0.5,0.6944,False
2026,823446,554430,1H,18,10,19,57,104,19.0,16.0,0.4519,0.5481,0.2692,0.2788,0.3333,0.8421,0.5534,False
2026,823446,694973,1H,15,17,18,31,81,8.0,12.0,0.6173,0.3827,0.3951,0.4321,0.2581,0.6667,0.6288,False
2026,823447,642547,1H,23,13,12,32,80,8.0,7.0,0.6,0.4,0.45,0.3125,0.25,0.5833,0.5892,False
2026,823447,650911,1H,25,16,16,34,91,8.0,11.0,0.6264,0.3736,0.4505,0.3516,0.2353,0.6875,0.5899,True
2026,823448,605400,1H,24,22,16,35,97,12.0,3.0,0.6392,0.3608,0.4742,0.3918,0.3429,0.1875,0.4767,False
2026,823448,640455,1H,17,17,20,41,95,13.0,14.0,0.5684,0.4316,0.3579,0.3895,0.3171,0.7,0.7021,False
2026,823449,554430,1H,14,21,23,46,104,10.0,11.0,0.5577,0.4423,0.3365,0.4231,0.2174,0.4783,0.6397,False
2026,823449,656849,1H,18,19,9,33,79,8.0,3.0,0.5823,0.4177,0.4684,0.3544,0.2424,0.3333,0.6654,False
2026,823450,645261,1H,25,24,16,37,102,14.0,12.0,0.6373,0.3627,0.4804,0.3922,0.3784,0.75,0.5634,False
2026,823450,691725,1H,19,8,4,25,56,7.0,4.0,0.5536,0.4464,0.4821,0.2143,0.28,1.0,0.5332,False
2026,823451,663969,1H,16,17,12,34,79,9.0,5.0,0.5696,0.4304,0.4177,0.3671,0.2647,0.4167,0.6169,False
2026,823451,666200,1H,24,33,14,35,106,8.0,5.0,0.6698,0.3302,0.5377,0.4434,0.2286,0.3571,0.5692,False
2026,823452,554430,1H,19,25,19,34,97,6.0,7.0,0.6495,0.3505,0.4536,0.4536,0.1765,0.3684,0.6065,False
2026,823452,687473,1H,33,11,14,33,91,5.0,10.0,0.6374,0.3626,0.4835,0.2747,0.1515,0.7143,0.8311,False
2026,823453,605400,1H,14,21,21,42,98,7.0,12.0,0.5714,0.4286,0.3571,0.4286,0.1667,0.5714,0.6878,False
2026,823454,691725,1H,30,17,12,34,93,7.0,8.0,0.6344,0.3656,0.5054,0.3118,0.2059,0.6667,0.6421,False
2026,823455,641743,1H,15,17,10,45,87,11.0,7.0,0.4828,0.5172,0.3678,0.3103,0.2444,0.7,0.5724,False
2026,823455,666200,1H,23,19,20,28,90,3.0,9.0,0.6889,0.3111,0.4667,0.4333,0.1071,0.45,0.7276,False
2026,823456,621111,1H,24,13,16,33,86,5.0,12.0,0.6163,0.3837,0.4302,0.3372,0.1515,0.75,0.6901,False
2026,823456,650911,1H,23,15,12,34,84,15.0,7.0,0.5952,0.4048,0.4524,0.3214,0.4412,0.5833,0.5462,True
2026,823457,554430,1H,25,18,17,44,104,13.0,12.0,0.5769,0.4231,0.4135,0.3365,0.2955,0.7059,0.6147,False
2026,823457,608337,1H,21,13,8,32,74,7.0,7.0,0.5676,0.4324,0.4595,0.2838,0.2188,0.875,0.8316,False
2026,823458,554430,1H,17,16,20,46,99,14.0,15.0,0.5354,0.4646,0.3333,0.3636,0.3043,0.75,0.6338,False
2026,823458,677944,1H,23,17,13,33,86,6.0,9.0,0.6163,0.3837,0.4651,0.3488,0.1818,0.6923,0.6693,False
2026,823459,691725,1H,26,14,12,30,82,5.0,4.0,0.6341,0.3659,0.4878,0.3171,0.1667,0.3333,0.6578,False
2026,823459,800048,1H,23,19,13,36,91,7.0,6.0,0.6044,0.3956,0.4615,0.3516,0.1944,0.4615,0.5772,False
2026,823460,605400,1H,21,17,22,35,95,13.0,13.0,0.6316,0.3684,0.4,0.4105,0.3714,0.5909,0.6876,False
2026,823460,681190,1H,20,17,15,28,80,2.0,7.0,0.65,0.35,0.4625,0.4,0.0714,0.4667,0.7119,False
2026,823461,650911,1H,17,20,15,44,96,15.0,8.0,0.5417,0.4583,0.3854,0.3646,0.3409,0.5333,0.6914,True
2026,823461,668909,1H,25,18,15,41,99,16.0,9.0,0.5859,0.4141,0.4343,0.3333,0.3902,0.6,0.6297,False
2026,823462,605400,1H,25,18,8,26,77,7.0,4.0,0.6623,0.3377,0.5584,0.3377,0.2692,0.5,0.5511,False
2026,823462,671096,1H,21,21,20,34,96,9.0,13.0,0.6458,0.3542,0.4375,0.4271,0.2647,0.65,0.8027,False
2026,823463,608372,1H,24,9,12,36,81,6.0,7.0,0.5556,0.4444,0.4074,0.2593,0.1667,0.5833,0.6437,False
2026,823463,650911,1H,23,23,14,43,103,14.0,11.0,0.5825,0.4175,0.4466,0.3592,0.3256,0.7857,0.5726,True
2026,823464,666200,1H,23,22,11,39,95,5.0,5.0,0.5895,0.4105,0.4737,0.3474,0.1282,0.4545,0.6791,False
2026,823464,695505,1H,19,17,11,39,86,13.0,4.0,0.5465,0.4535,0.4186,0.3256,0.3333,0.3636,0.6293,False
2026,823465,666157,1H,19,14,23,41,97,5.0,15.0,0.5773,0.4227,0.3402,0.3814,0.122,0.6522,0.7445,False
2026,823465,691725,1H,16,17,12,24,69,4.0,8.0,0.6522,0.3478,0.4783,0.4203,0.1667,0.6667,0.8395,False
2026,823466,666200,1H,13,17,17,48,95,15.0,14.0,0.4947,0.5053,0.3158,0.3579,0.3125,0.8235,0.7226,False
2026,823466,801403,1H,17,16,21,35,89,3.0,11.0,0.6067,0.3933,0.3708,0.4157,0.0857,0.5238,0.558,False
2026,823467,669372,1H,22,13,22,39,96,11.0,9.0,0.5938,0.4062,0.3646,0.3646,0.2821,0.4091,0.6276,False
2026,823467,691725,1H,20,13,17,38,88,5.0,9.0,0.5682,0.4318,0.375,0.3409,0.1316,0.5294,0.6355,False
2026,823468,605400,1H,15,17,19,43,94,14.0,14.0,0.5426,0.4574,0.3404,0.383,0.3256,0.7368,0.628,False
2026,823468,607536,1H,26,19,11,31,87,10.0,7.0,0.6437,0.3563,0.5172,0.3448,0.3226,0.6364,0.6449,False
2026,823469,622663,1H,22,24,16,40,102,9.0,6.0,0.6078,0.3922,0.451,0.3922,0.225,0.375,0.5307,False
2026,823469,650911,1H,16,16,20,45,97,18.0,14.0,0.5361,0.4639,0.3299,0.3711,0.4,0.7,0.5818,True
2026,823470,554430,1H,22,23,13,40,98,10.0,5.0,0.5918,0.4082,0.4592,0.3673,0.25,0.3846,0.7659,False
2026,823470,605488,1H,15,15,16,29,75,16.0,9.0,0.6133,0.3867,0.4,0.4133,0.5517,0.5625,0.5902,False
2026,823471,605288,1H,16,14,8,30,68,6.0,4.0,0.5588,0.4412,0.4412,0.3235,0.2,0.5,0.5111,False
2026,823472,650911,1H,19,16,16,34,85,13.0,5.0,0.6,0.4,0.4118,0.3765,0.3824,0.3125,0.6441,True
2026,823472,657277,1H,19,15,18,40,92,18.0,12.0,0.5652,0.4348,0.3696,0.3587,0.45,0.6667,0.5124,False
2026,823473,641816,1H,18,14,13,37,82,5.0,5.0,0.5488,0.4512,0.3902,0.3293,0.1351,0.3846,0.5306,False
2026,823473,666200,1H,19,22,15,32,88,9.0,9.0,0.6364,0.3636,0.4659,0.4205,0.2812,0.6,0.873,False
2026,823474,519242,1H,23,20,20,38,101,15.0,15.0,0.6238,0.3762,0.4257,0.396,0.3947,0.75,0.5095,False
2026,823474,650911,1H,20,16,21,36,93,12.0,10.0,0.6129,0.3871,0.3871,0.3978,0.3333,0.4762,0.6529,True
2026,823475,656550,1H,21,17,9,34,81,8.0,3.0,0.5802,0.4198,0.4691,0.321,0.2353,0.3333,0.7597,False
2026,823475,691725,1H,16,16,16,36,84,10.0,9.0,0.5714,0.4286,0.381,0.381,0.2778,0.5625,0.8197,False
2026,823476,527048,1H,23,18,18,35,94,6.0,10.0,0.6277,0.3723,0.4362,0.383,0.1714,0.5556,0.5652,False
2026,823476,592836,1H,23,11,14,41,89,7.0,5.0,0.5393,0.4607,0.382,0.2809,0.1707,0.3571,0.7595,False
2026,823477,666200,1H,27,17,15,39,98,11.0,8.0,0.602,0.398,0.449,0.3265,0.2821,0.5333,0.7539,False
2026,823477,684007,1H,16,19,18,44,97,19.0,9.0,0.5464,0.4536,0.3608,0.3814,0.4318,0.5,0.7327,False
2026,823478,605400,1H,22,16,19,30,87,8.0,10.0,0.6552,0.3448,0.4368,0.4023,0.2667,0.5263,0.7551,False
2026,823479,668678,1H,29,7,16,32,84,8.0,8.0,0.619,0.381,0.4286,0.2738,0.25,0.5,0.7034,False
2026,823480,592836,1H,17,22,6,40,85,8.0,3.0,0.5294,0.4706,0.4588,0.3294,0.2,0.5,0.7022,False
2026,823480,694297,1H,22,14,17,48,101,15.0,9.0,0.5248,0.4752,0.3564,0.3069,0.3125,0.5294,0.7081,False
2026,823481,650911,1H,19,21,15,41,96,12.0,6.0,0.5729,0.4271,0.4167,0.375,0.2927,0.4,0.5878,True
2026,823481,665871,1H,20,14,19,29,82,7.0,9.0,0.6463,0.3537,0.4146,0.4024,0.2414,0.4737,0.5789,False
2026,823482,647336,1H,28,14,12,39,93,12.0,4.0,0.5806,0.4194,0.4516,0.2796,0.3077,0.3333,0.5422,False
2026,823482,666200,1H,18,15,12,41,86,10.0,8.0,0.5233,0.4767,0.3837,0.314,0.2439,0.6667,0.5124,False
2026,823483,650911,1H,27,17,14,39,97,6.0,7.0,0.5979,0.4021,0.4536,0.3196,0.1538,0.5,0.7404,True
2026,823483,676917,1H,22,9,19,34,84,7.0,8.0,0.5952,0.4048,0.369,0.3333,0.2059,0.4211,0.7451,False
2026,823484,592836,1H,24,18,15,42,99,8.0,9.0,0.5758,0.4242,0.4242,0.3333,0.1905,0.6,0.6524,False
2026,823484,656492,1H,29,13,7,37,86,10.0,3.0,0.5698,0.4302,0.4884,0.2326,0.2703,0.4286,0.6387,False
2026,823485,691725,1H,22,9,19,34,84,11.0,9.0,0.5952,0.4048,0.369,0.3333,0.3235,0.4737,0.6846,False
2026,823486,543135,1H,13,13,21,33,80,15.0,13.0,0.5875,0.4125,0.325,0.425,0.4545,0.619,0.5379,False
2026,823486,650911,1H,25,16,15,31,87,11.0,4.0,0.6437,0.3563,0.4713,0.3563,0.3548,0.2667,0.4832,True
2026,823487,666200,1H,23,14,15,47,99,13.0,7.0,0.5253,0.4747,0.3737,0.2929,0.2766,0.4667,0.579,False
2026,823487,669022,1H,21,14,16,39,90,9.0,7.0,0.5667,0.4333,0.3889,0.3333,0.2308,0.4375,0.5209,False
2026,823488,605400,1H,24,16,18,33,91,10.0,8.0,0.6374,0.3626,0.4396,0.3736,0.303,0.4444,0.7344,False
2026,823488,656641,1H,25,11,7,25,68,3.0,2.0,0.6324,0.3676,0.5294,0.2647,0.12,0.2857,0.6147,False
2026,823608,666200,1H,19,23,15,39,96,11.0,6.0,0.5938,0.4062,0.4375,0.3958,0.2821,0.4,0.5556,False
2026,823609,681035,1H,27,12,9,34,82,8.0,7.0,0.5854,0.4146,0.4756,0.2561,0.2353,0.7778,0.6873,False
2026,823610,554430,1H,15,18,16,49,98,18.0,8.0,0.5,0.5,0.3367,0.3469,0.3673,0.5,0.672,False
2026,823610,804267,1H,17,14,14,33,78,10.0,8.0,0.5769,0.4231,0.3974,0.359,0.303,0.5714,0.72,False
2026,823669,605400,2H,21,18,15,43,97,13.0,7.0,0.5567,0.4433,0.4021,0.3402,0.3023,0.4667,0.58,False
2026,823669,671737,2H,15,24,9,41,89,6.0,2.0,0.5393,0.4607,0.4382,0.3708,0.1463,0.2222,0.7409,False
2026,823670,665152,2H,20,10,14,45,89,11.0,7.0,0.4944,0.5056,0.3371,0.2697,0.2444,0.5,0.6096,False
2026,823670,691725,2H,19,20,16,39,94,9.0,7.0,0.5851,0.4149,0.4149,0.383,0.2308,0.4375,0.6851,False
2026,823671,666200,2H,26,14,20,49,109,16.0,12.0,0.5505,0.4495,0.367,0.3119,0.3265,0.6,0.6217,False
2026,823671,687570,2H,18,17,24,35,94,11.0,7.0,0.6277,0.3723,0.3723,0.4362,0.3143,0.2917,0.6294,False
2026,823776,605400,1H,24,16,17,28,85,6.0,4.0,0.6706,0.3294,0.4706,0.3882,0.2143,0.2353,0.3841,False
2026,823776,675660,1H,19,16,20,23,78,9.0,10.0,0.7051,0.2949,0.4487,0.4615,0.3913,0.5,0.6004,False
2026,823777,650911,1H,19,15,22,42,98,12.0,15.0,0.5714,0.4286,0.3469,0.3776,0.2857,0.6818,0.5439,True
2026,823777,690986,1H,18,19,11,32,80,8.0,10.0,0.6,0.4,0.4625,0.375,0.25,0.9091,0.568,False
2026,823778,694819,1H,31,21,18,25,95,11.0,10.0,0.7368,0.2632,0.5474,0.4105,0.44,0.5556,0.5358,False
2026,823837,666200,2H,20,21,19,40,100,14.0,9.0,0.6,0.4,0.41,0.4,0.35,0.4737,0.661,False
2026,823837,687473,2H,24,14,13,28,79,9.0,7.0,0.6456,0.3544,0.481,0.3418,0.3214,0.5385,0.5516,False
2026,823838,605400,2H,24,15,13,41,93,9.0,6.0,0.5591,0.4409,0.4194,0.3011,0.2195,0.4615,0.594,False
2026,823838,645261,2H,27,18,11,41,97,10.0,8.0,0.5773,0.4227,0.4639,0.299,0.2439,0.7273,0.5992,False
2026,823839,554430,2H,12,5,12,39,68,14.0,8.0,0.4265,0.5735,0.25,0.25,0.359,0.6667,0.5624,False
2026,823839,663969,2H,17,20,8,31,76,8.0,2.0,0.5921,0.4079,0.4868,0.3684,0.2581,0.25,0.688,False
2026,823874,605400,1H,20,20,14,40,94,10.0,5.0,0.5745,0.4255,0.4255,0.3617,0.25,0.3571,0.5654,False
2026,823874,676083,1H,16,21,15,40,92,16.0,10.0,0.5652,0.4348,0.4022,0.3913,0.4,0.6667,0.6562,False
2026,823875,663978,1H,22,8,11,32,73,6.0,5.0,0.5616,0.4384,0.411,0.2603,0.1875,0.4545,0.7792,False
2026,823875,666200,1H,23,18,18,43,102,14.0,11.0,0.5784,0.4216,0.402,0.3529,0.3256,0.6111,0.5717,False
2026,823876,676974,1H,23,15,7,38,83,16.0,2.0,0.5422,0.4578,0.4578,0.2651,0.4211,0.2857,0.6473,False
2026,823876,691725,1H,21,18,21,39,99,11.0,10.0,0.6061,0.3939,0.3939,0.3939,0.2821,0.4762,0.7435,False
2026,823877,554430,1H,19,15,16,44,94,13.0,11.0,0.5319,0.4681,0.3617,0.3298,0.2955,0.6875,0.588,False
2026,823877,691587,1H,21,19,18,38,96,14.0,13.0,0.6042,0.3958,0.4167,0.3854,0.3684,0.7222,0.5575,False
2026,823944,691725,1H,17,20,18,25,80,3.0,10.0,0.6875,0.3125,0.4625,0.475,0.12,0.5556,0.5677,False
2026,823944,808967,1H,23,19,22,40,104,15.0,10.0,0.6154,0.3846,0.4038,0.3942,0.375,0.4545,0.6059,False
2026,823945,666200,1H,27,20,14,34,95,10.0,6.0,0.6421,0.3579,0.4947,0.3579,0.2941,0.4286,0.6178,False
2026,823945,808963,1H,23,12,18,31,84,12.0,7.0,0.631,0.369,0.4167,0.3571,0.3871,0.3889,0.6202,False
2026,823946,554430,1H,19,19,21,31,90,5.0,11.0,0.6556,0.3444,0.4222,0.4444,0.1613,0.5238,0.7884,False
2026,823946,680736,1H,30,18,14,26,88,9.0,5.0,0.7045,0.2955,0.5455,0.3636,0.3462,0.3571,0.6387,False
2026,823985,672282,2H,19,16,17,34,86,11.0,9.0,0.6047,0.3953,0.407,0.3837,0.3235,0.5294,0.6318,False
2026,823985,691725,2H,19,18,16,41,94,12.0,7.0,0.5638,0.4362,0.3936,0.3617,0.2927,0.4375,0.6785,False
2026,823986,650911,2H,21,20,13,37,91,13.0,9.0,0.5934,0.4066,0.4505,0.3626,0.3514,0.6923,0.6674,True
2026,823986,696270,2H,22,16,13,37,88,3.0,6.0,0.5795,0.4205,0.4318,0.3295,0.0811,0.4615,0.564,False
2026,823987,554430,2H,25,18,18,47,108,16.0,7.0,0.5648,0.4352,0.3981,0.3333,0.3404,0.3889,0.5956,False
2026,823987,579328,2H,42,12,17,21,92,2.0,4.0,0.7717,0.2283,0.587,0.3152,0.0952,0.2353,0.5735,False
2026,824089,650911,1H,20,13,11,39,83,14.0,4.0,0.5301,0.4699,0.3976,0.2892,0.359,0.3636,0.6129,True
2026,824089,702070,1H,22,19,18,46,105,8.0,9.0,0.5619,0.4381,0.3905,0.3524,0.1739,0.5,0.6569,False
2026,824091,605400,1H,27,21,19,31,98,11.0,10.0,0.6837,0.3163,0.4898,0.4082,0.3548,0.5263,0.6456,False
2026,824091,679883,1H,16,11,10,32,69,7.0,5.0,0.5362,0.4638,0.3913,0.3043,0.2188,0.5,0.7928,False
2026,824092,608379,1H,30,24,13,38,105,6.0,7.0,0.6381,0.3619,0.5143,0.3524,0.1579,0.5385,0.6236,False
2026,824092,666200,1H,29,18,8,40,95,14.0,1.0,0.5789,0.4211,0.4947,0.2737,0.35,0.125,0.7505,False
2026,824249,650911,1H,34,11,16,42,103,13.0,12.0,0.5922,0.4078,0.4369,0.2621,0.3095,0.75,0.6738,True
2026,824249,663554,1H,23,20,12,42,97,12.0,5.0,0.567,0.433,0.4433,0.3299,0.2857,0.4167,0.6656,False
2026,824250,554430,1H,20,14,17,45,96,15.0,10.0,0.5312,0.4688,0.3542,0.3229,0.3333,0.5882,0.6984,False
2026,824250,669373,1H,24,22,15,32,93,10.0,8.0,0.6559,0.3441,0.4946,0.3978,0.3125,0.5333,0.4925,False
2026,824252,605400,1H,16,13,17,38,84,7.0,12.0,0.5476,0.4524,0.3452,0.3571,0.1842,0.7059,0.6265,False
2026,824252,656427,1H,20,17,14,35,86,10.0,6.0,0.593,0.407,0.4302,0.3605,0.2857,0.4286,0.9017,False
2026,824377,547179,1H,20,14,20,23,77,4.0,10.0,0.7013,0.2987,0.4416,0.4416,0.1739,0.5,0.7915,False
2026,824377,605400,1H,23,15,19,38,95,14.0,9.0,0.6,0.4,0.4,0.3579,0.3684,0.4737,0.5392,False
2026,824378,666200,1H,17,22,20,40,99,17.0,14.0,0.596,0.404,0.3939,0.4242,0.425,0.7,0.6563,False
2026,824379,592836,1H,19,9,21,38,87,14.0,10.0,0.5632,0.4368,0.3218,0.3448,0.3684,0.4762,0.5743,False
2026,824379,608372,1H,21,15,8,34,78,8.0,5.0,0.5641,0.4359,0.4615,0.2949,0.2353,0.625,0.6363,False
2026,824494,663903,1H,19,23,11,36,89,8.0,4.0,0.5955,0.4045,0.4719,0.382,0.2222,0.3636,0.5651,False
2026,824494,666200,1H,20,26,10,40,96,12.0,6.0,0.5833,0.4167,0.4792,0.375,0.3,0.6,0.7513,False
2026,824495,554430,1H,25,24,16,39,104,14.0,7.0,0.625,0.375,0.4712,0.3846,0.359,0.4375,0.5565,False
2026,824495,671096,1H,28,18,11,38,95,14.0,8.0,0.6,0.4,0.4842,0.3053,0.3684,0.7273,0.5991,False
2026,824496,660604,1H,14,13,14,28,69,6.0,5.0,0.5942,0.4058,0.3913,0.3913,0.2143,0.3571,0.5714,False
2026,824496,695505,1H,20,20,14,52,106,10.0,8.0,0.5094,0.4906,0.3774,0.3208,0.1923,0.5714,0.7562,False
2026,824688,571510,1H,16,18,15,35,84,10.0,8.0,0.5833,0.4167,0.4048,0.3929,0.2857,0.5333,0.8354,False
2026,824689,650911,1H,27,22,17,33,99,12.0,8.0,0.6667,0.3333,0.4949,0.3939,0.3636,0.4706,0.5727,True
2026,824689,665795,1H,29,11,15,28,83,8.0,11.0,0.6627,0.3373,0.4819,0.3133,0.2857,0.7333,0.5225,False
2026,824690,666200,1H,26,12,20,42,100,13.0,5.0,0.58,0.42,0.38,0.32,0.3095,0.25,0.6025,False
2026,824690,684007,1H,13,16,17,41,87,13.0,9.0,0.5287,0.4713,0.3333,0.3793,0.3171,0.5294,0.6139,False
2026,824692,605400,1H,19,11,15,43,88,9.0,5.0,0.5114,0.4886,0.3409,0.2955,0.2093,0.3333,0.8968,False
2026,824692,607067,1H,18,21,19,34,92,11.0,8.0,0.6304,0.3696,0.4239,0.4348,0.3235,0.4211,0.7362,False
2026,824762,624133,1H,16,18,8,34,76,13.0,3.0,0.5526,0.4474,0.4474,0.3421,0.3824,0.375,0.5808,False
2026,824762,666200,1H,17,18,20,37,92,11.0,13.0,0.5978,0.4022,0.3804,0.413,0.2973,0.65,0.6339,False
2026,824763,543243,1H,11,20,13,34,78,14.0,6.0,0.5641,0.4359,0.3974,0.4231,0.4118,0.4615,0.7982,False
2026,824763,691725,1H,20,8,14,20,62,10.0,8.0,0.6774,0.3226,0.4516,0.3548,0.5,0.5714,0.5328,False
2026,824764,554430,1H,21,18,16,32,87,6.0,12.0,0.6322,0.3678,0.4483,0.3908,0.1875,0.75,0.687,False
2026,824807,680694,2H,13,7,7,26,53,7.0,3.0,0.5094,0.4906,0.3774,0.2642,0.2692,0.4286,1.0221,False
2026,824808,650911,2H,16,15,16,52,99,13.0,9.0,0.4747,0.5253,0.3131,0.3131,0.25,0.5625,0.7033,True
2026,824808,669358,2H,28,20,15,36,99,12.0,5.0,0.6364,0.3636,0.4848,0.3535,0.3333,0.3333,0.5792,False
2026,824809,687064,2H,22,22,16,34,94,7.0,10.0,0.6383,0.3617,0.4681,0.4043,0.2059,0.625,0.6151,False
2026,824809,691725,2H,19,24,13,26,82,3.0,5.0,0.6829,0.3171,0.5244,0.4512,0.1154,0.3846,0.6219,False
2026,824869,656550,2H,8,13,16,34,71,9.0,8.0,0.5211,0.4789,0.2958,0.4085,0.2647,0.5,0.6096,False
2026,824869,691725,2H,27,13,9,38,87,5.0,5.0,0.5632,0.4368,0.4598,0.2529,0.1316,0.5556,0.7091,False
2026,824870,641816,2H,15,24,24,34,97,7.0,13.0,0.6495,0.3505,0.4021,0.4948,0.2059,0.5417,0.6232,False
2026,824873,519242,2H,30,15,14,35,94,6.0,7.0,0.6277,0.3723,0.4787,0.3085,0.1714,0.5,0.5324,False
2026,824873,605400,2H,12,23,20,46,101,19.0,12.0,0.5446,0.4554,0.3465,0.4257,0.413,0.6,0.5651,False
2026,824932,656550,1H,18,14,13,44,89,16.0,11.0,0.5056,0.4944,0.3596,0.3034,0.3636,0.8462,0.6267,False
2026,824932,691725,1H,13,18,22,43,96,13.0,16.0,0.5521,0.4479,0.3229,0.4167,0.3023,0.7273,0.7684,False
2026,824933,554430,1H,12,7,24,41,84,15.0,16.0,0.5119,0.4881,0.2262,0.369,0.3659,0.6667,0.6276,False
2026,824933,693821,1H,18,17,22,35,92,6.0,8.0,0.6196,0.3804,0.3804,0.4239,0.1714,0.3636,0.5368,False
2026,824934,519242,1H,23,16,26,35,100,12.0,9.0,0.65,0.35,0.39,0.42,0.3429,0.3462,0.7269,False
2026,824934,605400,1H,10,13,23,55,101,19.0,14.0,0.4554,0.5446,0.2277,0.3564,0.3455,0.6087,0.6871,False
2026,825037,691725,2H,25,19,18,31,93,12.0,13.0,0.6667,0.3333,0.4731,0.3978,0.3871,0.7222,0.5874,False
2026,825038,593958,2H,21,19,23,40,103,9.0,11.0,0.6117,0.3883,0.3883,0.4078,0.225,0.4783,0.5073,False
2026,825038,666200,2H,23,23,20,33,99,8.0,8.0,0.6667,0.3333,0.4646,0.4343,0.2424,0.4,0.7454,False
2026,825040,605400,2H,24,20,12,48,104,12.0,6.0,0.5385,0.4615,0.4231,0.3077,0.25,0.5,0.5858,False
2026,825040,694297,2H,18,15,22,32,87,9.0,13.0,0.6322,0.3678,0.3793,0.4253,0.2812,0.5909,0.591,False
