pitcher,pitcher_name,name_tier,name_display
621363,,UNRESOLVED,MLBAM 621363
592094,Jason Adam,T2_des,Jason Adam
630023,,UNRESOLVED,MLBAM 630023
672715,,UNRESOLVED,MLBAM 672715
656222,Jalen Beeks,T2_des,Jalen Beeks
663658,Thaddeus Ward,T2_des,Thaddeus Ward
677020,"Walker, Josh",T1_keyed,Josh Walker
673540,Kodai Senga,T2_des,Kodai Senga
663687,Hogan Harris,T2_des,Hogan Harris
668674,,UNRESOLVED,MLBAM 668674
621076,James Kaprielian,T2_des,James Kaprielian
686610,Ken Waldichuk,T2_des,Ken Waldichuk
676664,JP Sears,T2_des,JP Sears
663385,,UNRESOLVED,MLBAM 663385
669194,Ryne Nelson,T2_des,Ryne Nelson
686753,,UNRESOLVED,MLBAM 686753
668942,,UNRESOLVED,MLBAM 668942
687798,,UNRESOLVED,MLBAM 687798
592473,Adam Kolarek,T2_des,Adam Kolarek
605463,Tayler Scott,T2_des,Tayler Scott
676272,"Miller, Bobby",T1_keyed,Bobby Miller
656578,,UNRESOLVED,MLBAM 656578
681857,,UNRESOLVED,MLBAM 681857
656638,Alex Lange,T2_des,Alex Lange
671345,Jason Foley,T2_des,Jason Foley
663947,Tyler Holton,T2_des,Tyler Holton
641302,Tyler Alexander,T2_des,Tyler Alexander
676684,Will Vest,T2_des,Will Vest
666214,Joey Wentz,T2_des,Joey Wentz
669438,Mason Englert,T2_des,Mason Englert
694363,Jared Shuster,T2_des,Jared Shuster
689266,Dylan Dodd,T2_des,Dylan Dodd
669093,,UNRESOLVED,MLBAM 669093
595897,Nick Burdi,T2_des,Nick Burdi
605242,Michael Fulmer,T2_des,Michael Fulmer
656234,Jake Bird,T2_des,Jake Bird
663567,Peter Lambert,T2_des,Peter Lambert
666201,,UNRESOLVED,MLBAM 666201
663878,,UNRESOLVED,MLBAM 663878
656557,Tanner Houck,T2_des,Tanner Houck
657514,Brennan Bernardino,T2_des,Brennan Bernardino
670167,John Schreiber,T2_des,John Schreiber
670174,Josh Winckowski,T2_des,Josh Winckowski
694813,,UNRESOLVED,MLBAM 694813
664299,Cristian Javier,T2_des,Cristian Javier
661527,Seth Martinez,T2_des,Seth Martinez
669854,Ronel Blanco,T2_des,Ronel Blanco
669923,George Kirby,T2_des,George Kirby
623437,Justin Topa,T2_des,Justin Topa
642100,Gabe Speier,T2_des,Gabe Speier
594835,Marco Gonzales,T2_des,Marco Gonzales
666374,Matt Brash,T2_des,Matt Brash
663562,"Davis, Noah",T1_keyed,Noah Davis
621383,"Banks, Tanner",T1_keyed,Tanner Banks
666619,Gregory Santos,T2_des,Gregory Santos
458681,Lance Lynn,T2_des,Lance Lynn
669424,Jimmy Lambert,T2_des,Jimmy Lambert
518585,Fernando Cruz,T2_des,Fernando Cruz
613564,,UNRESOLVED,MLBAM 613564
668933,Graham Ashcraft,T2_des,Graham Ashcraft
668984,,UNRESOLVED,MLBAM 668984
643361,,UNRESOLVED,MLBAM 643361
668881,Hunter Greene,T2_des,Hunter Greene
650633,Michael King,T2_des,Michael King
641656,,UNRESOLVED,MLBAM 641656
642546,Jonathan Hernández,T2_des,Jonathan Hernández
641540,Dane Dunning,T2_des,Dane Dunning
621368,Taylor Hearn,T2_des,Taylor Hearn
600917,,UNRESOLVED,MLBAM 600917
666142,,UNRESOLVED,MLBAM 666142
689147,"Kerkering, Orion",T1_keyed,Orion Kerkering
656814,"Ortiz, Luis F.",T1_keyed,Luis F. Ortiz
628708,"Marte, Yunior",T1_keyed,Yunior Marte
607755,"Vasquez, Andrew",T1_keyed,Andrew Vasquez
665019,"Clemens, Kody",T1_keyed,Kody Clemens
686842,"Moore, McKinley",T1_keyed,McKinley Moore
543281,"Harrison, Josh",T1_keyed,Josh Harrison
671131,,UNRESOLVED,MLBAM 671131
674285,Eduardo Salazar,T2_des,Eduardo Salazar
681799,,UNRESOLVED,MLBAM 681799
668338,,UNRESOLVED,MLBAM 668338
660600,,UNRESOLVED,MLBAM 660600
668873,"Kilian, Caleb",T1_keyed,Caleb Kilian
668970,Gavin Hollowell,T2_des,Gavin Hollowell
657193,,UNRESOLVED,MLBAM 657193
657649,Jared Koenig,T2_des,Jared Koenig
650644,Aaron Civale,T2_des,Aaron Civale
669358,Shane Baz,T2_des,Shane Baz
671737,Taj Bradley,T2_des,Taj Bradley
685801,,UNRESOLVED,MLBAM 685801
682254,Mason Montgomery,T2_des,Mason Montgomery
642834,,UNRESOLVED,MLBAM 642834
669199,,UNRESOLVED,MLBAM 669199
670766,Darren McCaughan,T2_des,Darren McCaughan
669111,,UNRESOLVED,MLBAM 669111
622786,,UNRESOLVED,MLBAM 622786
686539,,UNRESOLVED,MLBAM 686539
685116,,UNRESOLVED,MLBAM 685116
685107,,UNRESOLVED,MLBAM 685107
687424,Anthony Maldonado,T2_des,Anthony Maldonado
682073,,UNRESOLVED,MLBAM 682073
670124,,UNRESOLVED,MLBAM 670124
621114,,UNRESOLVED,MLBAM 621114
663893,,UNRESOLVED,MLBAM 663893
680885,Spencer Schwellenbach,T2_des,Spencer Schwellenbach
656550,Grant Holmes,T2_des,Grant Holmes
681293,Spencer Arrighetti,T2_des,Spencer Arrighetti
687911,Bryan King,T2_des,Bryan King
672391,,UNRESOLVED,MLBAM 672391
641658,,UNRESOLVED,MLBAM 641658
663460,Kris Bubic,T2_des,Kris Bubic
663903,Brady Singer,T2_des,Brady Singer
680730,"Parker, Mitchell",T1_keyed,Mitchell Parker
687377,Orlando Ribalta,T2_des,Orlando Ribalta
592288,,UNRESOLVED,MLBAM 592288
678368,Valente Bellozo,T2_des,Valente Bellozo
679885,,UNRESOLVED,MLBAM 679885
677944,Slade Cecconi,T2_des,Slade Cecconi
656629,"Kopech, Michael",T1_keyed,Michael Kopech
642048,Tayler Saucedo,T2_des,Tayler Saucedo
682243,Bryce Miller,T2_des,Bryce Miller
676092,Collin Snider,T2_des,Collin Snider
693433,,UNRESOLVED,MLBAM 693433
646242,Jhonathan Diaz,T2_des,Jhonathan Diaz
701542,Will Warren,T2_des,Will Warren
664776,,UNRESOLVED,MLBAM 664776
661563,,UNRESOLVED,MLBAM 661563
672782,"Gómez, Yoendrys",T1_keyed,Yoendrys Gómez
676282,Joey Cantillo,T2_des,Joey Cantillo
671922,,UNRESOLVED,MLBAM 671922
683769,,UNRESOLVED,MLBAM 683769
657265,Peter Strzelecki,T2_des,Peter Strzelecki
701581,,UNRESOLVED,MLBAM 701581
663485,Cole Sands,T2_des,Cole Sands
680573,Simeon Woods Richardson,T2_des,Simeon Woods Richardson
660896,,UNRESOLVED,MLBAM 660896
678692,,UNRESOLVED,MLBAM 678692
641927,Bailey Ober,T2_des,Bailey Ober
693312,,UNRESOLVED,MLBAM 693312
683155,,UNRESOLVED,MLBAM 683155
666205,,UNRESOLVED,MLBAM 666205
621053,Tyler Ferguson,T2_des,Tyler Ferguson
687765,Mitch Spence,T2_des,Mitch Spence
671305,Michel Otañez,T2_des,Michel Otañez
674370,Osvaldo Bido,T2_des,Osvaldo Bido
695243,Mason Miller,T2_des,Mason Miller
689017,"Knack, Landon",T1_keyed,Landon Knack
656848,,UNRESOLVED,MLBAM 656848
684007,,UNRESOLVED,MLBAM 684007
681432,Luke Little,T2_des,Luke Little
687863,"Hodge, Porter",T1_keyed,Porter Hodge
682610,Roddery Muñoz,T2_des,Roddery Muñoz
676534,Calvin Faucher,T2_des,Calvin Faucher
667725,,UNRESOLVED,MLBAM 667725
672456,Keider Montero,T2_des,Keider Montero
669373,Tarik Skubal,T2_des,Tarik Skubal
663554,Casey Mize,T2_des,Casey Mize
689225,,UNRESOLVED,MLBAM 689225
686826,,UNRESOLVED,MLBAM 686826
600986,,UNRESOLVED,MLBAM 600986
571466,,UNRESOLVED,MLBAM 571466
663158,Robert Suarez,T2_des,Robert Suarez
673513,Yuki Matsui,T2_des,Yuki Matsui
681190,Randy Vásquez,T2_des,Randy Vásquez
666745,,UNRESOLVED,MLBAM 666745
663989,,UNRESOLVED,MLBAM 663989
680570,,UNRESOLVED,MLBAM 680570
686580,,UNRESOLVED,MLBAM 686580
677161,Zack Kelly,T2_des,Zack Kelly
592155,,UNRESOLVED,MLBAM 592155
676710,,UNRESOLVED,MLBAM 676710
669711,,UNRESOLVED,MLBAM 669711
673380,,UNRESOLVED,MLBAM 673380
663542,,UNRESOLVED,MLBAM 663542
681676,Ryan Fernandez,T2_des,Ryan Fernandez
702795,"Loutos, Ryan",T1_keyed,Ryan Loutos
681517,Kyle Leahy,T2_des,Kyle Leahy
678495,"Rodríguez, Randy",T1_keyed,Randy Rodríguez
669062,"Miller, Erik",T1_keyed,Erik Miller
680767,Victor Vodnik,T2_des,Victor Vodnik
571760,"Heaney, Andrew",T1_keyed,Andrew Heaney
681982,,UNRESOLVED,MLBAM 681982
666720,Yerry Rodríguez,T2_des,Yerry Rodríguez
656641,Jacob Latz,T2_des,Jacob Latz
668390,Cole Winn,T2_des,Cole Winn
572143,,UNRESOLVED,MLBAM 572143
681871,,UNRESOLVED,MLBAM 681871
696131,Mason Black,T2_des,Mason Black
676775,Keaton Winn,T2_des,Keaton Winn
666149,,UNRESOLVED,MLBAM 666149
656288,Griffin Canning,T2_des,Griffin Canning
663568,Stephen Kolek,T2_des,Stephen Kolek
656302,Dylan Cease,T2_des,Dylan Cease
671096,Andrew Abbott,T2_des,Andrew Abbott
680897,,UNRESOLVED,MLBAM 680897
665620,,UNRESOLVED,MLBAM 665620
673929,,UNRESOLVED,MLBAM 673929
676979,Garrett Crochet,T2_des,Garrett Crochet
656924,,UNRESOLVED,MLBAM 656924
683003,,UNRESOLVED,MLBAM 683003
622088,,UNRESOLVED,MLBAM 622088
656457,"Gilbert, Tyler",T1_keyed,Tyler Gilbert
663465,"Allard, Kolby",T1_keyed,Kolby Allard
676661,"Lazar, Max",T1_keyed,Max Lazar
686751,"Johnson, Seth",T1_keyed,Seth Johnson
663969,"Phillips, Tyler",T1_keyed,Tyler Phillips
675650,"Mercado, Michael",T1_keyed,Michael Mercado
642215,"Wilson, Weston",T1_keyed,Weston Wilson
701519,Travis Adams,T2_des,Travis Adams
689520,,UNRESOLVED,MLBAM 689520
690953,"Abel, Mick",T1_keyed,Mick Abel
681892,Kody Funderburk,T2_des,Kody Funderburk
701487,,UNRESOLVED,MLBAM 701487
657746,Joe Ryan,T2_des,Joe Ryan
676083,Janson Junk,T2_des,Janson Junk
681006,Josh Simpson,T2_des,Josh Simpson
806188,Cade Gibson,T2_des,Cade Gibson
691594,Javier Sanoja,T2_des,Javier Sanoja
688497,,UNRESOLVED,MLBAM 688497
691769,,UNRESOLVED,MLBAM 691769
805299,Brandyn Garcia,T2_des,Brandyn Garcia
663765,Jake Woodford,T2_des,Jake Woodford
660271,"Ohtani, Shohei",T1_keyed,Shohei Ohtani
680736,"Wrobleski, Justin",T1_keyed,Justin Wrobleski
676263,"Dreyer, Jack",T1_keyed,Jack Dreyer
683618,"Henriquez, Edgardo",T1_keyed,Edgardo Henriquez
686218,"Sheehan, Emmet",T1_keyed,Emmet Sheehan
702070,,UNRESOLVED,MLBAM 702070
679883,Luinder Avila,T2_des,Luinder Avila
686701,Ryan Bergert,T2_des,Ryan Bergert
680742,"Bowlan, Jonathan",T1_keyed,Jonathan Bowlan
663738,,UNRESOLVED,MLBAM 663738
663795,,UNRESOLVED,MLBAM 663795
690997,Nolan McLean,T2_des,Nolan McLean
685005,,UNRESOLVED,MLBAM 685005
668964,Tobias Myers,T2_des,Tobias Myers
694819,,T3_external_identity,Jacob Misiorowski
694462,Hurston Waldrep,T2_des,Hurston Waldrep
660644,Vidal Bruján,T2_des,Vidal Bruján
829272,,UNRESOLVED,MLBAM 829272
663455,,UNRESOLVED,MLBAM 663455
690925,Clayton Beeter,T2_des,Clayton Beeter
676917,Cade Cavalli,T2_des,Cade Cavalli
676571,PJ Poulin,T2_des,PJ Poulin
666659,,UNRESOLVED,MLBAM 666659
660825,Eduard Bazardo,T2_des,Eduard Bazardo
663804,Jackson Kowar,T2_des,Jackson Kowar
672841,Carlos Vargas,T2_des,Carlos Vargas
695418,"Lord, Brad",T1_keyed,Brad Lord
669371,Cole Henry,T2_des,Cole Henry
663574,Tony Santillan,T2_des,Tony Santillan
681168,,UNRESOLVED,MLBAM 681168
608650,Dietrich Enns,T2_des,Dietrich Enns
664991,,UNRESOLVED,MLBAM 664991
682274,,UNRESOLVED,MLBAM 682274
700249,,UNRESOLVED,MLBAM 700249
656686,,UNRESOLVED,MLBAM 656686
660730,,UNRESOLVED,MLBAM 660730
669724,Brenan Hanifee,T2_des,Brenan Hanifee
676428,,UNRESOLVED,MLBAM 676428
678024,,UNRESOLVED,MLBAM 678024
685126,,UNRESOLVED,MLBAM 685126
686563,,UNRESOLVED,MLBAM 686563
663436,Davis Martin,T2_des,Davis Martin
691799,,UNRESOLVED,MLBAM 691799
642216,,UNRESOLVED,MLBAM 642216
690916,,UNRESOLVED,MLBAM 690916
669684,Chris Murphy,T2_des,Chris Murphy
696147,,UNRESOLVED,MLBAM 696147
820862,,UNRESOLVED,MLBAM 820862
671109,Jake Eder,T2_des,Jake Eder
666171,,UNRESOLVED,MLBAM 666171
688158,David Morgan,T2_des,David Morgan
573262,,UNRESOLVED,MLBAM 573262
702352,"Bivens, Spencer",T1_keyed,Spencer Bivens
694738,"Roupp, Landen",T1_keyed,Landen Roupp
695505,Chase Burns,T2_des,Chase Burns
680689,Lyon Richardson,T2_des,Lyon Richardson
674384,,UNRESOLVED,MLBAM 674384
663897,,UNRESOLVED,MLBAM 663897
676467,,UNRESOLVED,MLBAM 676467
656986,,UNRESOLVED,MLBAM 656986
676604,,UNRESOLVED,MLBAM 676604
694918,,UNRESOLVED,MLBAM 694918
621057,,UNRESOLVED,MLBAM 621057
800049,Adam Mazur,T2_des,Adam Mazur
676206,Freddy Tarnok,T2_des,Freddy Tarnok
689254,,UNRESOLVED,MLBAM 689254
684320,Yariel Rodríguez,T2_des,Yariel Rodríguez
680755,Braydon Fisher,T2_des,Braydon Fisher
676962,Ben Brown,T2_des,Ben Brown
694037,,UNRESOLVED,MLBAM 694037
694973,Paul Skenes,T2_des,Paul Skenes
677952,Braxton Ashcraft,T2_des,Braxton Ashcraft
676755,Isaac Mattson,T2_des,Isaac Mattson
663767,"Shugart, Chase",T1_keyed,Chase Shugart
687606,,UNRESOLVED,MLBAM 687606
694477,"Patrick, Chad",T1_keyed,Chad Patrick
669084,DL Hall,T2_des,DL Hall
656240,,UNRESOLVED,MLBAM 656240
700363,"Smith-Shawver, AJ",T1_keyed,AJ Smith-Shawver
678226,Daysbel Hernández,T2_des,Daysbel Hernández
680684,,UNRESOLVED,MLBAM 680684
680880,"Holman, Grant",T1_keyed,Grant Holman
686993,,UNRESOLVED,MLBAM 686993
682052,,UNRESOLVED,MLBAM 682052
687223,Carson Palmquist,T2_des,Carson Palmquist
683409,Angel Chivilli,T2_des,Angel Chivilli
688642,Zach Agnos,T2_des,Zach Agnos
669020,Ryan Rolison,T2_des,Ryan Rolison
678020,Seth Halvorsen,T2_des,Seth Halvorsen
688297,,UNRESOLVED,MLBAM 688297
694335,,UNRESOLVED,MLBAM 694335
700669,"Graceffo, Gordon",T1_keyed,Gordon Graceffo
670036,Matt Festa,T2_des,Matt Festa
686752,"Pepiot, Ryan",T1_keyed,Ryan Pepiot
679358,,UNRESOLVED,MLBAM 679358
666661,,UNRESOLVED,MLBAM 666661
694297,Brandon Pfaadt,T2_des,Brandon Pfaadt
687362,,UNRESOLVED,MLBAM 687362
687287,,UNRESOLVED,MLBAM 687287
806185,"Birdsong, Hayden",T1_keyed,Hayden Birdsong
660761,Jose Suarez,T2_des,Jose Suarez
808963,"Sasaki, Roki",T1_keyed,Roki Sasaki
676508,"Casparius, Ben",T1_keyed,Ben Casparius
808967,"Yamamoto, Yoshinobu",T1_keyed,Yoshinobu Yamamoto
678821,,UNRESOLVED,MLBAM 678821
687134,,UNRESOLVED,MLBAM 687134
642016,"Robert, Daniel",T1_keyed,Daniel Robert
676510,"Hoffman, Nolan",T1_keyed,Nolan Hoffman
660604,"Rangel, Alan",T1_keyed,Alan Rangel
679775,"Backhus, Kyle",T1_keyed,Kyle Backhus
691725,"Painter, Andrew",T1_keyed,Andrew Painter
664238,"Moore, Dylan",T1_keyed,Dylan Moore
681402,,UNRESOLVED,MLBAM 681402
656492,Foster Griffin,T2_des,Foster Griffin
681810,Austin Warren,T2_des,Austin Warren
670097,,UNRESOLVED,MLBAM 670097
690978,,UNRESOLVED,MLBAM 690978
687473,Ryan Gusto,T2_des,Ryan Gusto
687531,,UNRESOLVED,MLBAM 687531
675660,Shane Drohan,T2_des,Shane Drohan
693686,,UNRESOLVED,MLBAM 693686
686973,Louis Varland,T2_des,Louis Varland
671936,,UNRESOLVED,MLBAM 671936
689818,,UNRESOLVED,MLBAM 689818
699823,,UNRESOLVED,MLBAM 699823
680732,Sean Burke,T2_des,Sean Burke
676760,,UNRESOLVED,MLBAM 676760
699134,,UNRESOLVED,MLBAM 699134
694361,"Klein, Will",T1_keyed,Will Klein
669165,,UNRESOLVED,MLBAM 669165
800048,Parker Messick,T2_des,Parker Messick
688883,,UNRESOLVED,MLBAM 688883
683175,,UNRESOLVED,MLBAM 683175
696149,Bubba Chandler,T2_des,Bubba Chandler
681895,,UNRESOLVED,MLBAM 681895
684049,,UNRESOLVED,MLBAM 684049
670245,,UNRESOLVED,MLBAM 670245
701719,,UNRESOLVED,MLBAM 701719
678394,Brayan Bello,T2_des,Brayan Bello
663558,,UNRESOLVED,MLBAM 663558
608372,Tomoyuki Sugano,T2_des,Tomoyuki Sugano
685299,,UNRESOLVED,MLBAM 685299
801403,Chase Dollander,T2_des,Chase Dollander
675848,,UNRESOLVED,MLBAM 675848
677955,Jaden Hill,T2_des,Jaden Hill
669372,,UNRESOLVED,MLBAM 669372
678022,,UNRESOLVED,MLBAM 678022
694795,Josh Ekness,T2_des,Josh Ekness
657424,,UNRESOLVED,MLBAM 657424
702303,,UNRESOLVED,MLBAM 702303
656212,,UNRESOLVED,MLBAM 656212
701552,Andre Granillo,T2_des,Andre Granillo
691945,,UNRESOLVED,MLBAM 691945
804267,Zac Thornton,T2_des,Zac Thornton
681035,"Scott, Christian",T1_keyed,Christian Scott
676742,,UNRESOLVED,MLBAM 676742
682997,,UNRESOLVED,MLBAM 682997
694360,,UNRESOLVED,MLBAM 694360
621016,Jose Cuas,T2_des,Jose Cuas
670062,,UNRESOLVED,MLBAM 670062
674444,,UNRESOLVED,MLBAM 674444
695076,Rhett Lowder,T2_des,Rhett Lowder
805427,,UNRESOLVED,MLBAM 805427
686934,"McFarlane, Alex",T1_keyed,Alex McFarlane
662144,"Keller, Brian",T1_keyed,Brian Keller
621112,,UNRESOLVED,MLBAM 621112
693645,"Schlittler, Cam",T1_keyed,Cam Schlittler
689296,,UNRESOLVED,MLBAM 689296
670329,Rico Garcia,T2_des,Rico Garcia
687064,,UNRESOLVED,MLBAM 687064
674841,,UNRESOLVED,MLBAM 674841
678868,,UNRESOLVED,MLBAM 678868
672442,Yovanny Cruz,T2_des,Yovanny Cruz
702021,Will Dion,T2_des,Will Dion
681751,,UNRESOLVED,MLBAM 681751
690928,Hunter Dobbins,T2_des,Hunter Dobbins
703725,,UNRESOLVED,MLBAM 703725
676617,,UNRESOLVED,MLBAM 676617
702193,,UNRESOLVED,MLBAM 702193
687570,,UNRESOLVED,MLBAM 687570
687273,,UNRESOLVED,MLBAM 687273
686780,,UNRESOLVED,MLBAM 686780
815083,,UNRESOLVED,MLBAM 815083
671111,,UNRESOLVED,MLBAM 671111
696270,,UNRESOLVED,MLBAM 696270
694680,,UNRESOLVED,MLBAM 694680
684665,,UNRESOLVED,MLBAM 684665
690829,,UNRESOLVED,MLBAM 690829
686796,,UNRESOLVED,MLBAM 686796
672629,,UNRESOLVED,MLBAM 672629
703615,,UNRESOLVED,MLBAM 703615
800311,,UNRESOLVED,MLBAM 800311
805123,,UNRESOLVED,MLBAM 805123
837227,,UNRESOLVED,MLBAM 837227
682989,,UNRESOLVED,MLBAM 682989
800600,Jackson Kent,T2_des,Jackson Kent
680899,,UNRESOLVED,MLBAM 680899
691384,,UNRESOLVED,MLBAM 691384
683000,Riley Cornelio,T2_des,Riley Cornelio
688692,,UNRESOLVED,MLBAM 688692
804636,,UNRESOLVED,MLBAM 804636
642376,Jefry Yan,T2_des,Jefry Yan
674073,,UNRESOLVED,MLBAM 674073
702752,,UNRESOLVED,MLBAM 702752
681320,,UNRESOLVED,MLBAM 681320
682967,"Sweet, Devin",T1_keyed,Devin Sweet
669422,"Sauer, Matt",T1_keyed,Matt Sauer
801434,"Gervase, Paul",T1_keyed,Paul Gervase
669160,"May, Dustin",T1_keyed,Dustin May
669193,"Little, Jack",T1_keyed,Jack Little
500743,"Rojas, Miguel",T1_keyed,Miguel Rojas
671106,,UNRESOLVED,MLBAM 671106
687849,,UNRESOLVED,MLBAM 687849
805673,,UNRESOLVED,MLBAM 805673
665660,,UNRESOLVED,MLBAM 665660
686930,,UNRESOLVED,MLBAM 686930
686799,,UNRESOLVED,MLBAM 686799
672724,,UNRESOLVED,MLBAM 672724
694359,,UNRESOLVED,MLBAM 694359
681870,,UNRESOLVED,MLBAM 681870
694851,,UNRESOLVED,MLBAM 694851
686228,Juan Burgos,T2_des,Juan Burgos
688138,,UNRESOLVED,MLBAM 688138
691951,,UNRESOLVED,MLBAM 691951
621028,,UNRESOLVED,MLBAM 621028
642585,,UNRESOLVED,MLBAM 642585
681347,,UNRESOLVED,MLBAM 681347
681146,,UNRESOLVED,MLBAM 681146
681869,,UNRESOLVED,MLBAM 681869
683627,Anthony Molina,T2_des,Anthony Molina
695445,,UNRESOLVED,MLBAM 695445
668716,,UNRESOLVED,MLBAM 668716
640902,,UNRESOLVED,MLBAM 640902
686730,,UNRESOLVED,MLBAM 686730
669620,,UNRESOLVED,MLBAM 669620
671212,,UNRESOLVED,MLBAM 671212
676106,Emerson Hancock,T2_des,Emerson Hancock
700187,,UNRESOLVED,MLBAM 700187
702674,,UNRESOLVED,MLBAM 702674
668943,,UNRESOLVED,MLBAM 668943
686642,,UNRESOLVED,MLBAM 686642
641582,Matt Foster,T2_des,Matt Foster
690544,,UNRESOLVED,MLBAM 690544
681867,,UNRESOLVED,MLBAM 681867
700241,Michael McGreevy,T2_des,Michael McGreevy
605121,,UNRESOLVED,MLBAM 605121
665896,,UNRESOLVED,MLBAM 665896
669721,,UNRESOLVED,MLBAM 669721
640454,,UNRESOLVED,MLBAM 640454
656412,Alex Faedo,T2_des,Alex Faedo
663531,Logan Allen,T2_des,Logan Allen
622251,Josh Staumont,T2_des,Josh Staumont
687922,,UNRESOLVED,MLBAM 687922
670241,,UNRESOLVED,MLBAM 670241
641585,,UNRESOLVED,MLBAM 641585
668874,,UNRESOLVED,MLBAM 668874
656232,,UNRESOLVED,MLBAM 656232
696136,,UNRESOLVED,MLBAM 696136
672860,,UNRESOLVED,MLBAM 672860
663462,,UNRESOLVED,MLBAM 663462
680983,,UNRESOLVED,MLBAM 680983
592848,Zack Weiss,T2_des,Zack Weiss
661309,,UNRESOLVED,MLBAM 661309
664129,,UNRESOLVED,MLBAM 664129
669947,Jesse Scholtens,T2_des,Jesse Scholtens
656786,,UNRESOLVED,MLBAM 656786
642770,,UNRESOLVED,MLBAM 642770
663556,Shane McClanahan,T2_des,Shane McClanahan
663752,,UNRESOLVED,MLBAM 663752
682175,,UNRESOLVED,MLBAM 682175
682051,,UNRESOLVED,MLBAM 682051
666159,Matt Manning,T2_des,Matt Manning
686839,Brendan White,T2_des,Brendan White
657376,Clarke Schmidt,T2_des,Clarke Schmidt
656820,,UNRESOLVED,MLBAM 656820
673111,,UNRESOLVED,MLBAM 673111
668754,,UNRESOLVED,MLBAM 668754
663630,,UNRESOLVED,MLBAM 663630
657756,,UNRESOLVED,MLBAM 657756
666154,,UNRESOLVED,MLBAM 666154
594943,,UNRESOLVED,MLBAM 594943
665622,,UNRESOLVED,MLBAM 665622
672730,,UNRESOLVED,MLBAM 672730
571875,,UNRESOLVED,MLBAM 571875
607054,,UNRESOLVED,MLBAM 607054
677651,,UNRESOLVED,MLBAM 677651
681987,,UNRESOLVED,MLBAM 681987
668948,,UNRESOLVED,MLBAM 668948
621079,,UNRESOLVED,MLBAM 621079
605164,Dylan Bundy,T2_des,Dylan Bundy
656657,,UNRESOLVED,MLBAM 656657
593619,,UNRESOLVED,MLBAM 593619
657093,,UNRESOLVED,MLBAM 657093
641853,,UNRESOLVED,MLBAM 641853
605194,,UNRESOLVED,MLBAM 605194
665621,Rony Garcia,T2_des,Rony Garcia
543238,,UNRESOLVED,MLBAM 543238
642130,,UNRESOLVED,MLBAM 642130
641501,,UNRESOLVED,MLBAM 641501
682016,,UNRESOLVED,MLBAM 682016
624418,,UNRESOLVED,MLBAM 624418
663474,Triston McKenzie,T2_des,Triston McKenzie
607216,,UNRESOLVED,MLBAM 607216
595939,,UNRESOLVED,MLBAM 595939
649144,,UNRESOLVED,MLBAM 649144
675912,,UNRESOLVED,MLBAM 675912
605541,,UNRESOLVED,MLBAM 605541
657624,Josh James,T2_des,Josh James
670087,,UNRESOLVED,MLBAM 670087
501925,Joe Smith,T2_des,Joe Smith
669735,,UNRESOLVED,MLBAM 669735
608335,Kyle Funkhouser,T2_des,Kyle Funkhouser
650530,,UNRESOLVED,MLBAM 650530
502327,Hector Santiago,T2_des,Hector Santiago
429722,Ervin Santana,T2_des,Ervin Santana
622092,Kyle Zimmer,T2_des,Kyle Zimmer
677976,Randy Dobnak,T2_des,Randy Dobnak
656954,,UNRESOLVED,MLBAM 656954
668687,,UNRESOLVED,MLBAM 668687
663959,,UNRESOLVED,MLBAM 663959
664714,,UNRESOLVED,MLBAM 664714
626929,,UNRESOLVED,MLBAM 626929
664054,,UNRESOLVED,MLBAM 664054
663399,Brandon Waddell,T2_des,Brandon Waddell
641312,Shaun Anderson,T2_des,Shaun Anderson
592233,,UNRESOLVED,MLBAM 592233
641838,Kevin McCarthy,T2_des,Kevin McCarthy
688427,,UNRESOLVED,MLBAM 688427
682227,,UNRESOLVED,MLBAM 682227
621294,,UNRESOLVED,MLBAM 621294
643524,,UNRESOLVED,MLBAM 643524
661269,Vladimir Gutierrez,T2_des,Vladimir Gutierrez
596082,,UNRESOLVED,MLBAM 596082
592346,Chi Chi Gonzalez,T2_des,Chi Chi Gonzalez
621593,,UNRESOLVED,MLBAM 621593
592464,,UNRESOLVED,MLBAM 592464
622490,,UNRESOLVED,MLBAM 622490
607215,,UNRESOLVED,MLBAM 607215
534910,,UNRESOLVED,MLBAM 534910
571917,,UNRESOLVED,MLBAM 571917
622103,,UNRESOLVED,MLBAM 622103
543903,,UNRESOLVED,MLBAM 543903
623381,,UNRESOLVED,MLBAM 623381
701656,,UNRESOLVED,MLBAM 701656
687075,,UNRESOLVED,MLBAM 687075
668831,,UNRESOLVED,MLBAM 668831
689546,,UNRESOLVED,MLBAM 689546
669298,,UNRESOLVED,MLBAM 669298
807743,,UNRESOLVED,MLBAM 807743
702275,,UNRESOLVED,MLBAM 702275
689441,,UNRESOLVED,MLBAM 689441
688107,,UNRESOLVED,MLBAM 688107
664954,,UNRESOLVED,MLBAM 664954
680604,,UNRESOLVED,MLBAM 680604
702273,Noah Schultz,T2_des,Noah Schultz
693855,,UNRESOLVED,MLBAM 693855
675919,,UNRESOLVED,MLBAM 675919
669145,Bruce Zimmermann,T2_des,Bruce Zimmermann
682790,,UNRESOLVED,MLBAM 682790
687589,,UNRESOLVED,MLBAM 687589
685326,,UNRESOLVED,MLBAM 685326
687209,,UNRESOLVED,MLBAM 687209
680837,,UNRESOLVED,MLBAM 680837
666711,Joel Peguero,T2_des,Joel Peguero
