game_date,stand,pitch_type,pitch_name,plate_x,plate_z,release_speed,pfx_x,pfx_z,description,zone,balls,strikes
2026-08-10,L,ST,Sweeper,1.9410911297111015,1.4411825294413334,82.4,1.34,0.11,ball,14.0,1,2
2026-08-10,L,SI,Sinker,-1.4335261115717717,2.454045590368475,95.5,-1.17,0.55,foul,11.0,1,2
2026-08-10,L,CH,Changeup,-1.0877672679565078,3.01845646998707,89.0,-0.82,0.25,foul,11.0,1,2
2026-08-10,L,FF,4-Seam Fastball,-0.8785185196389309,4.312607156091594,95.6,-0.38,0.76,ball,11.0,0,2
2026-08-10,L,FF,4-Seam Fastball,-0.4778373738695879,3.4602077434882483,96.2,-0.25,1.22,foul,11.0,0,2
2026-08-10,L,ST,Sweeper,-0.4888416001650371,2.7847524676409434,80.1,1.57,-0.09,called_strike,1.0,0,1
2026-08-10,L,CH,Changeup,0.0544487896574099,3.078950906932965,88.9,-0.79,0.39,called_strike,2.0,0,0
2026-08-10,R,FF,4-Seam Fastball,1.0583371128223842,3.2768936158848563,97.8,0.0,1.0,ball,12.0,3,2
2026-08-10,R,FF,4-Seam Fastball,0.9078681586808416,2.5588143342233804,96.5,-0.06,1.24,foul,12.0,3,2
2026-08-10,R,FF,4-Seam Fastball,-0.221299035092905,1.831277770146292,95.6,0.17,1.08,called_strike,8.0,3,1
2026-08-10,R,ST,Sweeper,1.6688203726674222,1.7527771148853253,81.5,1.64,0.17,ball,14.0,2,1
2026-08-10,R,SL,Slider,1.0945484072051446,1.4457961177902303,86.1,0.69,0.3,ball,14.0,1,1
2026-08-10,R,CH,Changeup,0.3810518187574516,2.5305901643089723,90.9,-0.88,0.23,called_strike,6.0,1,0
2026-08-10,R,SI,Sinker,-0.9465188263307548,2.747471668432428,96.0,-0.93,0.61,ball,11.0,0,0
2026-08-10,R,SL,Slider,1.3811027037348207,1.065720136761359,86.9,0.59,0.37,swinging_strike,14.0,3,2
2026-08-10,R,ST,Sweeper,0.2245118881184372,3.768176676198058,83.5,1.1,0.32,ball,12.0,2,2
2026-08-10,R,FF,4-Seam Fastball,0.7979043820850338,1.967297138097988,94.8,-0.08,1.27,foul,9.0,2,1
2026-08-10,R,FF,4-Seam Fastball,-0.4812217118431067,3.5441454216317645,95.8,-0.05,1.23,ball,11.0,1,1
2026-08-10,R,SL,Slider,-0.4788760756890273,3.159579877166439,86.1,0.49,0.25,called_strike,1.0,1,0
2026-08-10,R,FF,4-Seam Fastball,0.8491169467076339,3.4688595104083517,95.2,-0.01,1.23,ball,12.0,0,0
2026-08-10,L,CH,Changeup,-0.3377254769852764,1.7175554528238537,89.3,-0.97,0.1,hit_into_play,7.0,0,0
2026-08-10,R,CH,Changeup,0.0728452846518686,1.4758489515178583,91.7,-0.95,0.21,swinging_strike,14.0,2,2
2026-08-10,R,CH,Changeup,0.5951644413271615,-0.0774468950441411,92.4,-0.85,0.18,ball,14.0,1,2
2026-08-10,R,SL,Slider,0.4472130760154026,1.7237669444243884,86.3,0.5,0.1,called_strike,9.0,1,1
2026-08-10,R,ST,Sweeper,1.9808647659786025,1.3081563175828417,82.4,1.35,0.26,ball,14.0,0,1
2026-08-10,R,FF,4-Seam Fastball,1.0308356538383567,1.7575612034600143,96.3,-0.13,1.18,swinging_strike,14.0,0,0
2026-08-10,L,FF,4-Seam Fastball,-0.6538803413724356,2.737660308908758,97.5,-0.06,1.31,swinging_strike,1.0,1,2
2026-08-10,L,FF,4-Seam Fastball,0.1279447211503941,1.6016996834224406,96.7,-0.11,0.91,foul,8.0,1,1
2026-08-10,L,CH,Changeup,0.2313876402957424,1.39488503699524,89.4,-0.64,-0.15,foul,14.0,1,0
2026-08-10,L,CH,Changeup,-1.5287697486649372,3.495069445393044,89.9,-0.82,0.16,ball,11.0,0,0
2026-08-10,R,SL,Slider,0.7288549684698431,1.3041441335244075,86.9,0.66,0.19,hit_into_play,14.0,2,2
2026-08-10,R,ST,Sweeper,2.058473277675949,3.34286665966707,84.7,1.64,0.18,ball,12.0,1,2
2026-08-10,R,CH,Changeup,-0.2985432811448565,3.000298635693529,90.1,-0.97,0.33,foul,1.0,1,2
2026-08-10,R,SI,Sinker,-0.4894003821528638,1.6913874145958263,94.7,-1.07,0.99,foul,7.0,1,1
2026-08-10,R,CH,Changeup,0.5331568520809997,1.7926988437612787,89.7,-1.08,0.49,called_strike,9.0,1,0
2026-08-10,R,SL,Slider,1.096553427384661,1.6994844816402348,86.9,0.68,-0.1,ball,14.0,0,0
2026-08-10,L,SI,Sinker,0.5577952222587044,2.2224349635427547,94.7,-1.03,1.04,hit_into_play,6.0,3,1
